vulnerability_id,asset_id,cve_id,vulnerability_type,cvss_score,severity,exploitability_score,attack_vector,attack_complexity,privileges_required,user_interaction,known_exploited,exploit_available,exploit_age_days,vulnerability_age_days,affected_service,patch_available,patch_age_days,remediation_status,remediation_deadline,vulnerability_risk_score
VULN-009502,AST-00206,CVE-2025-29399,Information Disclosure,5.2,Medium,2.0,Adjacent,Low,None,None,False,False,0,638,Payment Gateway,True,171,Mitigated,,2.8
VULN-009503,AST-05278,CVE-2026-9386,Privilege Escalation,7.0,High,2.0,Network,Low,High,None,False,True,235,309,SaaS Application,True,263,Open,2026-10-29,6.9
VULN-009504,AST-04134,CVE-2026-44658,Insecure Default Configuration,7.2,High,1.8,Network,Low,High,None,False,False,0,57,Workstation,False,0,Open,2026-11-01,7.7
VULN-009505,AST-03281,CVE-2021-50441,Command Injection,1.8,Low,0.8,Network,Low,None,Required,False,False,0,1194,API Gateway,True,332,Accepted,,2.0
VULN-009506,AST-03986,CVE-2026-74253,Authentication Bypass,3.7,Low,0.9,Local,High,High,None,False,False,0,94,Employee Laptop,False,0,In Progress,,3.9
VULN-009507,AST-00840,CVE-2020-87882,Insecure Default Configuration,6.6,Medium,2.3,Adjacent,Low,High,Required,False,False,0,295,Network Device,True,103,Open,2026-10-07,7.1
VULN-009508,AST-07868,CVE-2020-52144,Cryptographic Weakness,7.9,High,2.6,Network,Low,Low,Required,False,True,63,124,Workstation,True,42,Mitigated,,5.6
VULN-009509,AST-03759,CVE-2026-5854,Deserialization,5.0,Medium,1.6,Physical,Low,Low,Required,False,False,0,1096,IAM System,True,778,In Progress,,5.8
VULN-009510,AST-07155,CVE-2022-10127,Race Condition,8.4,High,1.7,Network,High,High,None,False,False,0,1052,CI/CD Server,True,240,False Positive,,7.7
VULN-009511,AST-02874,CVE-2026-17601,LDAP Injection,1.4,Low,0.6,Local,High,High,Required,False,False,0,806,Application Server,True,361,Mitigated,,0.1
VULN-009512,AST-04491,CVE-2026-13169,SQL Injection,7.0,High,1.6,Physical,High,High,None,False,False,0,957,API Gateway,True,265,Mitigated,,3.7
VULN-009513,AST-01730,CVE-2026-83611,LDAP Injection,6.5,Medium,2.9,Network,Low,None,Required,False,False,0,811,IAM System,False,0,In Progress,,9.2
VULN-009514,AST-06122,CVE-2024-99438,Cryptographic Weakness,5.6,Medium,2.1,Adjacent,High,High,None,False,False,0,317,Storage Bucket,False,0,Mitigated,,4.5
VULN-009515,AST-09270,CVE-2022-61539,Insecure Default Configuration,0.6,Low,0.2,Network,Low,Low,None,False,False,0,269,Application Server,True,136,Mitigated,,0.1
VULN-009516,AST-09611,CVE-2024-55527,Improper Access Control,3.3,Low,0.8,Local,High,None,None,False,False,0,685,CI/CD Server,True,158,In Progress,,3.1
VULN-009517,AST-04332,CVE-2022-89692,XXE,4.7,Medium,1.7,Local,Low,None,Required,False,True,680,710,Email Server,False,0,Mitigated,,2.4
VULN-009518,AST-07991,CVE-2020-68574,Path Traversal,8.5,High,2.1,Network,Low,High,None,False,False,0,92,API Gateway,True,55,Open,2026-09-22,10
VULN-009519,AST-06358,CVE-2020-80069,Cryptographic Weakness,8.9,High,3.2,Local,Low,High,None,True,True,817,878,Application Server,False,0,Mitigated,,8.7
VULN-009520,AST-06683,CVE-2026-24932,SQL Injection,5.5,Medium,2.1,Local,High,Low,None,False,False,0,421,Network Device,False,0,False Positive,,6.4
VULN-009521,AST-02867,CVE-2022-27341,LDAP Injection,5.3,Medium,1.2,Network,High,Low,Required,False,True,483,695,API Gateway,True,283,In Progress,,5.4
VULN-009522,AST-02826,CVE-2024-12382,XSS,1.3,Low,0.4,Network,Low,None,None,False,False,0,1114,CI/CD Server,False,0,Open,2026-10-08,1.1
VULN-009523,AST-09397,CVE-2022-6650,XSS,9.8,Critical,3.5,Network,Low,High,Required,False,False,0,658,Network Device,True,162,False Positive,,9.0
VULN-009524,AST-07279,CVE-2021-42981,XXE,4.8,Medium,1.1,Local,High,High,Required,False,False,0,986,Application Server,True,449,Open,2026-10-21,4.3
VULN-009525,AST-07072,CVE-2026-54526,Path Traversal,8.7,High,3.9,Network,High,Low,Required,False,False,0,909,Storage Bucket,True,322,Open,2026-09-11,10
VULN-009526,AST-00684,CVE-2026-79227,Deserialization,2.5,Low,1.2,Network,Low,None,None,False,False,0,268,Kubernetes Cluster,False,0,Mitigated,,0.1
VULN-009527,AST-05125,CVE-2024-99507,SQL Injection,5.9,Medium,1.4,Network,High,None,Required,True,True,429,699,Workstation,True,554,False Positive,,7.9
VULN-009528,AST-04056,CVE-2026-54745,Memory Corruption,6.0,Medium,1.3,Network,High,None,Required,False,True,265,574,API Gateway,False,0,False Positive,,7.7
VULN-009529,AST-04492,CVE-2023-82680,SSRF,5.3,Medium,1.2,Physical,High,None,None,False,False,0,9,CI/CD Server,True,4,Mitigated,,1.9
VULN-009530,AST-04878,CVE-2020-91205,RCE,1.5,Low,0.5,Adjacent,Low,High,Required,False,False,0,463,File Server,True,254,Open,2026-10-19,1.9
VULN-009531,AST-06825,CVE-2026-45866,Race Condition,2.1,Low,0.7,Physical,High,None,Required,False,True,1015,1076,SaaS Application,False,0,Open,2026-11-09,2.4
VULN-009532,AST-07374,CVE-2025-70843,SQL Injection,0.2,Low,0.1,Local,High,None,None,False,False,0,1147,Application Server,False,0,Open,2026-10-05,0.6
VULN-009533,AST-05335,CVE-2025-62599,Authentication Bypass,4.3,Medium,1.2,Network,High,High,None,False,False,0,322,Workstation,True,56,In Progress,,4.6
VULN-009534,AST-00384,CVE-2024-2295,SQL Injection,8.1,High,2.5,Network,High,None,Required,False,False,0,214,Employee Laptop,True,198,Mitigated,,4.7
VULN-009535,AST-06301,CVE-2024-90795,Path Traversal,3.2,Low,1.0,Network,High,High,Required,False,True,209,483,API Gateway,True,227,Open,2026-10-01,3.4
VULN-009536,AST-02545,CVE-2026-75419,SQL Injection,5.4,Medium,1.5,Local,High,None,None,False,False,0,1152,API Gateway,True,118,Accepted,,6.3
VULN-009537,AST-08207,CVE-2026-17639,Improper Access Control,0.3,Low,0.1,Network,Low,None,Required,False,False,0,1149,Employee Laptop,False,0,Mitigated,,0.1
VULN-009538,AST-00156,CVE-2026-40399,Insecure Default Configuration,5.4,Medium,1.5,Network,Low,High,None,False,False,0,202,Workstation,False,0,False Positive,,7.6
VULN-009539,AST-06934,CVE-2023-47853,Path Traversal,1.9,Low,0.7,Local,Low,None,None,False,True,62,506,Database Server,True,185,False Positive,,1.9
VULN-009540,AST-02885,CVE-2026-18444,Improper Access Control,3.2,Low,0.8,Local,Low,None,None,False,False,0,93,File Server,True,81,Open,2026-09-11,3.8
VULN-009541,AST-04771,CVE-2020-71031,Insecure Default Configuration,8.6,High,2.1,Local,Low,High,None,False,False,0,149,CI/CD Server,True,86,False Positive,,9.0
VULN-009542,AST-02917,CVE-2025-29757,SSRF,5.3,Medium,1.7,Network,Low,High,None,False,False,0,759,CI/CD Server,True,93,Accepted,,5.5
VULN-009543,AST-09826,CVE-2026-73669,Race Condition,8.8,High,2.0,Network,Low,High,None,False,False,0,436,VPN Gateway,True,124,Open,2026-11-10,7.7
VULN-009544,AST-01242,CVE-2020-53405,Authentication Bypass,5.1,Medium,1.1,Physical,High,High,None,False,False,0,607,IAM System,False,0,Mitigated,,2.7
VULN-009545,AST-04232,CVE-2021-87241,Command Injection,5.6,Medium,2.6,Network,High,High,None,False,False,0,305,SaaS Application,False,0,False Positive,,5.8
VULN-009546,AST-00688,CVE-2021-74860,Improper Access Control,6.1,Medium,1.4,Adjacent,High,High,Required,False,False,0,384,Employee Laptop,True,1,Mitigated,,4.7
VULN-009547,AST-05737,CVE-2026-56451,SSRF,9.9,Critical,3.9,Network,Low,None,None,True,True,101,129,SaaS Application,True,99,In Progress,,10
VULN-009548,AST-03161,CVE-2026-49336,Privilege Escalation,7.6,High,1.8,Network,High,None,None,False,False,0,553,File Server,True,269,In Progress,,9.8
VULN-009549,AST-05994,CVE-2019-47948,XXE,2.3,Low,1.1,Network,Low,Low,Required,False,False,0,1074,Payment Gateway,True,843,In Progress,,2.4
VULN-009550,AST-03203,CVE-2022-29384,Memory Corruption,9.2,Critical,2.2,Adjacent,Low,High,None,False,False,0,93,Firewall,True,39,In Progress,,8.9
VULN-009551,AST-06532,CVE-2026-80604,Privilege Escalation,4.5,Medium,1.2,Network,High,High,None,False,True,112,581,Firewall,True,155,Open,2026-09-23,5.1
VULN-009552,AST-06551,CVE-2022-6591,Authentication Bypass,6.8,Medium,2.4,Network,High,Low,None,False,False,0,561,Payment Gateway,True,468,Mitigated,,3.5
VULN-009553,AST-04761,CVE-2026-55398,SQL Injection,1.4,Low,0.3,Local,Low,None,None,False,False,0,1158,API Gateway,True,845,Mitigated,,0.4
VULN-009554,AST-00504,CVE-2024-11138,SQL Injection,5.2,Medium,1.7,Network,High,High,Required,False,False,0,721,IAM System,True,172,In Progress,,5.5
VULN-009555,AST-02258,CVE-2026-5851,SQL Injection,5.7,Medium,2.6,Physical,High,None,Required,False,True,509,514,Employee Laptop,True,292,Mitigated,,4.5
VULN-009556,AST-07698,CVE-2020-65821,Cryptographic Weakness,4.7,Medium,1.9,Physical,Low,None,Required,False,False,0,1173,Payment Gateway,False,0,Accepted,,4.7
VULN-009557,AST-01949,CVE-2019-42801,Buffer Overflow,7.6,High,3.0,Adjacent,Low,None,None,True,True,125,201,Workstation,True,121,In Progress,,10
VULN-009558,AST-06004,CVE-2026-19924,Deserialization,9.9,Critical,3.2,Local,Low,None,None,False,False,0,988,Storage Bucket,True,564,In Progress,,9.2
VULN-009559,AST-09540,CVE-2020-97656,Deserialization,6.4,Medium,1.5,Local,High,Low,Required,False,False,0,493,API Gateway,False,0,In Progress,,6.2
VULN-009560,AST-07455,CVE-2024-53110,XSS,8.6,High,3.8,Adjacent,High,High,Required,False,False,0,247,Application Server,True,52,Mitigated,,4.8
VULN-009561,AST-03804,CVE-2024-41489,Insecure Default Configuration,1.7,Low,0.8,Network,High,Low,None,False,False,0,872,Application Server,True,7,Mitigated,,0.1
VULN-009562,AST-05442,CVE-2026-28220,Insecure Default Configuration,7.1,High,2.3,Local,Low,None,Required,False,False,0,413,API Gateway,True,259,Open,2026-11-13,7.7
VULN-009563,AST-00089,CVE-2022-4617,LDAP Injection,1.7,Low,0.6,Network,High,Low,None,False,False,0,107,Employee Laptop,True,83,In Progress,,1.9
VULN-009564,AST-07623,CVE-2022-5970,Use After Free,9.1,Critical,3.4,Network,High,High,None,False,False,0,484,VPN Gateway,False,0,Open,2026-10-20,9.6
VULN-009565,AST-07337,CVE-2026-92362,SQL Injection,5.2,Medium,1.3,Network,High,High,None,False,False,0,788,File Server,True,758,In Progress,,4.9
VULN-009566,AST-04546,CVE-2026-68951,XSS,6.9,Medium,2.6,Network,Low,Low,None,False,False,0,931,Database Server,False,0,False Positive,,6.8
VULN-009567,AST-08406,CVE-2026-76215,Buffer Overflow,0.1,Low,0.0,Network,High,High,None,False,False,0,444,Email Server,True,295,Mitigated,,0.1
VULN-009568,AST-02233,CVE-2019-5526,RCE,7.3,High,3.5,Local,High,Low,None,False,False,0,172,Firewall,True,0,Mitigated,,4.9
VULN-009569,AST-07419,CVE-2020-42157,Memory Corruption,7.4,High,1.7,Local,Low,High,Required,False,False,0,727,Employee Laptop,False,0,Accepted,,7.2
VULN-009570,AST-00885,CVE-2026-45382,Command Injection,5.8,Medium,2.6,Network,Low,High,Required,False,False,0,699,Employee Laptop,False,0,Accepted,,5.3
VULN-009571,AST-08620,CVE-2023-29414,Buffer Overflow,1.0,Low,0.3,Physical,High,Low,Required,False,False,0,764,CI/CD Server,True,66,False Positive,,0.9
VULN-009572,AST-00558,CVE-2026-11199,Race Condition,7.5,High,1.7,Adjacent,High,High,None,False,False,0,405,Network Device,True,9,Mitigated,,4.3
VULN-009573,AST-04271,CVE-2026-60087,Race Condition,4.3,Medium,0.9,Network,Low,None,Required,False,False,0,438,API Gateway,True,10,Mitigated,,1.8
VULN-009574,AST-00198,CVE-2025-67695,SSRF,8.7,High,3.0,Physical,High,None,None,False,False,0,1088,Employee Laptop,True,978,Open,2026-09-11,7.7
VULN-009575,AST-05205,CVE-2026-7136,SQL Injection,2.9,Low,1.2,Local,Low,High,Required,False,False,0,1081,Email Server,False,0,Accepted,,3.0
VULN-009576,AST-03002,CVE-2026-67283,XSS,8.7,High,3.1,Network,Low,Low,Required,False,False,0,1185,Database Server,True,622,Open,2026-10-14,8.5
VULN-009577,AST-02709,CVE-2022-99394,Improper Access Control,9.9,Critical,3.0,Network,Low,Low,Required,False,False,0,310,Email Server,True,178,In Progress,,10
VULN-009578,AST-07573,CVE-2019-88332,Buffer Overflow,6.7,Medium,1.5,Local,Low,Low,None,False,False,0,699,Web Server,True,440,Open,2026-11-18,8.1
VULN-009579,AST-04416,CVE-2023-55775,Authentication Bypass,5.0,Medium,1.0,Local,High,High,None,False,False,0,663,Network Device,True,248,Accepted,,6.8
VULN-009580,AST-02192,CVE-2026-9432,XSS,5.1,Medium,1.6,Network,Low,High,None,False,False,0,189,VPN Gateway,True,57,Mitigated,,4.0
VULN-009581,AST-03333,CVE-2026-20356,Path Traversal,6.1,Medium,2.6,Network,Low,High,Required,False,False,0,625,Cloud VM,True,30,Open,2026-10-18,6.2
VULN-009582,AST-04061,CVE-2023-82289,Path Traversal,5.9,Medium,1.4,Network,Low,High,Required,False,False,0,470,IoT Device,True,128,Accepted,,8.1
VULN-009583,AST-07272,CVE-2019-79071,XXE,1.9,Low,0.4,Network,High,High,None,False,False,0,999,Web Server,True,203,Mitigated,,0.1
VULN-009584,AST-08113,CVE-2026-18589,SSRF,0.7,Low,0.2,Network,Low,Low,Required,False,False,0,268,Payment Gateway,True,75,Mitigated,,0.1
VULN-009585,AST-06466,CVE-2023-83771,Command Injection,7.2,High,2.2,Adjacent,High,Low,None,False,False,0,992,Email Server,True,287,Accepted,,9.3
VULN-009586,AST-04204,CVE-2020-25453,RCE,7.8,High,3.3,Network,Low,High,None,False,False,0,899,CI/CD Server,False,0,Open,2026-10-14,7.6
VULN-009587,AST-08041,CVE-2022-33989,Improper Access Control,4.1,Medium,0.8,Adjacent,Low,None,Required,False,False,0,1032,IAM System,True,968,Mitigated,,1.3
VULN-009588,AST-07396,CVE-2026-39328,SQL Injection,8.6,High,3.8,Network,Low,Low,Required,True,True,184,347,Firewall,True,66,Open,2026-11-20,9.8
VULN-009589,AST-08197,CVE-2026-18686,Memory Corruption,5.2,Medium,2.0,Network,Low,None,None,False,False,0,442,Kubernetes Cluster,True,184,In Progress,,4.9
VULN-009590,AST-02231,CVE-2020-55780,XXE,7.1,High,2.3,Network,High,High,Required,True,True,39,66,Kubernetes Cluster,True,41,In Progress,,7.7
VULN-009591,AST-01078,CVE-2025-57563,RCE,2.3,Low,0.9,Network,Low,High,Required,False,False,0,439,Storage Bucket,True,136,Mitigated,,0.1
VULN-009592,AST-07968,CVE-2019-37522,Improper Access Control,2.2,Low,0.5,Local,High,None,Required,False,True,155,764,IAM System,False,0,In Progress,,3.0
VULN-009593,AST-02879,CVE-2025-17347,Privilege Escalation,7.9,High,1.6,Network,Low,None,Required,True,True,441,904,IAM System,True,875,Open,2026-11-16,10
VULN-009594,AST-05406,CVE-2022-3602,Memory Corruption,3.6,Low,1.0,Physical,High,High,Required,False,False,0,869,File Server,True,806,Accepted,,4.1
VULN-009595,AST-09912,CVE-2024-61664,Race Condition,6.6,Medium,2.9,Adjacent,Low,None,Required,False,True,6,1033,Firewall,False,0,Open,2026-09-17,6.0
VULN-009596,AST-09043,CVE-2026-72421,RCE,4.8,Medium,2.1,Adjacent,High,High,None,False,False,0,468,IoT Device,False,0,Mitigated,,2.4
VULN-009597,AST-05879,CVE-2026-79266,Race Condition,6.7,Medium,3.3,Network,Low,Low,Required,False,False,0,299,VPN Gateway,True,125,Mitigated,,3.6
VULN-009598,AST-05085,CVE-2019-35515,SQL Injection,5.6,Medium,2.3,Network,High,High,None,False,False,0,699,Kubernetes Cluster,False,0,Mitigated,,2.6
VULN-009599,AST-09235,CVE-2026-44102,Buffer Overflow,1.7,Low,0.6,Network,High,High,Required,False,False,0,114,Domain Controller,True,25,Accepted,,2.1
VULN-009600,AST-04282,CVE-2020-27316,Path Traversal,0.6,Low,0.1,Adjacent,High,Low,None,False,False,0,831,Payment Gateway,False,0,Mitigated,,0.1
VULN-009601,AST-04215,CVE-2026-9384,Buffer Overflow,5.6,Medium,2.7,Adjacent,High,Low,Required,False,False,0,817,VPN Gateway,True,126,Mitigated,,3.8
VULN-009602,AST-05757,CVE-2026-72772,Command Injection,4.9,Medium,1.6,Network,High,High,Required,False,True,591,882,Network Device,True,431,Mitigated,,2.5
VULN-009603,AST-06474,CVE-2020-18239,CSRF,8.3,High,2.4,Network,Low,Low,Required,False,False,0,1098,Payment Gateway,False,0,In Progress,,10
VULN-009604,AST-03009,CVE-2024-17540,RCE,2.1,Low,0.6,Adjacent,Low,Low,Required,False,False,0,111,Application Server,False,0,In Progress,,1.8
VULN-009605,AST-09147,CVE-2026-10195,Privilege Escalation,1.6,Low,0.5,Local,High,None,Required,False,True,40,1071,Storage Bucket,False,0,Mitigated,,0.1
VULN-009606,AST-07288,CVE-2024-45488,XSS,0.4,Low,0.2,Network,Low,None,None,False,False,0,30,Employee Laptop,True,30,Accepted,,0.9
VULN-009607,AST-03797,CVE-2019-54209,Cryptographic Weakness,5.1,Medium,2.3,Adjacent,High,High,None,False,False,0,1074,Workstation,True,818,Open,2026-09-21,6.0
VULN-009608,AST-02734,CVE-2023-35882,Cryptographic Weakness,7.9,High,1.6,Network,Low,None,Required,False,False,0,1162,Cloud VM,True,295,Mitigated,,5.1
VULN-009609,AST-06090,CVE-2026-65956,Privilege Escalation,3.6,Low,0.9,Local,High,High,Required,False,False,0,963,Cloud VM,True,771,Accepted,,6.0
VULN-009610,AST-00673,CVE-2024-38596,Race Condition,4.8,Medium,1.8,Network,High,None,None,False,True,322,414,Application Server,True,125,Accepted,,5.0
VULN-009611,AST-07051,CVE-2026-77998,Memory Corruption,9.8,Critical,3.9,Local,Low,None,Required,False,False,0,661,File Server,True,649,Open,2026-10-04,8.5
VULN-009612,AST-01315,CVE-2025-29884,SQL Injection,4.3,Medium,1.0,Network,Low,None,None,False,False,0,723,Application Server,True,310,Open,2026-11-12,4.3
VULN-009613,AST-06630,CVE-2026-78443,Authentication Bypass,0.7,Low,0.2,Network,High,None,Required,False,False,0,653,Cloud VM,True,446,Mitigated,,0.1
VULN-009614,AST-06565,CVE-2026-87064,Cryptographic Weakness,6.8,Medium,2.0,Network,High,Low,Required,False,False,0,890,SaaS Application,True,544,In Progress,,6.9
VULN-009615,AST-09521,CVE-2025-55406,Improper Access Control,2.9,Low,1.0,Adjacent,Low,Low,None,False,True,116,670,Email Server,True,167,Open,2026-10-03,4.9
VULN-009616,AST-04493,CVE-2019-4171,Insecure Default Configuration,9.4,Critical,3.9,Adjacent,High,High,None,False,True,1012,1077,Web Server,True,196,Open,2026-10-30,8.5
VULN-009617,AST-06885,CVE-2022-72433,Use After Free,8.8,High,3.9,Network,High,Low,Required,False,True,95,166,Firewall,False,0,Mitigated,,6.9
VULN-009618,AST-03788,CVE-2024-34022,SSRF,8.5,High,1.9,Adjacent,High,None,Required,False,False,0,166,CI/CD Server,True,2,False Positive,,9.1
VULN-009619,AST-04763,CVE-2023-30311,XXE,7.9,High,3.1,Network,High,None,Required,True,True,393,458,Domain Controller,False,0,In Progress,,10
VULN-009620,AST-08217,CVE-2019-90127,Improper Access Control,3.2,Low,0.7,Local,Low,None,Required,False,False,0,1172,Web Server,True,773,In Progress,,3.9
VULN-009621,AST-09375,CVE-2026-75419,Authentication Bypass,5.6,Medium,2.3,Network,Low,None,None,False,True,19,50,Database Server,False,0,Accepted,,7.8
VULN-009622,AST-00588,CVE-2026-71920,Use After Free,6.7,Medium,2.7,Physical,Low,High,Required,False,False,0,105,Payment Gateway,True,74,Mitigated,,6.1
VULN-009623,AST-03287,CVE-2026-22612,Privilege Escalation,5.1,Medium,1.9,Local,High,Low,Required,False,False,0,551,Web Server,True,57,Mitigated,,2.5
VULN-009624,AST-03141,CVE-2019-30460,Buffer Overflow,8.3,High,1.8,Physical,High,Low,Required,False,False,0,759,Employee Laptop,True,721,In Progress,,8.2
VULN-009625,AST-08742,CVE-2026-85723,Command Injection,1.3,Low,0.3,Adjacent,High,Low,Required,False,False,0,663,Cloud VM,True,170,Accepted,,1.3
VULN-009626,AST-03991,CVE-2022-50063,Buffer Overflow,5.9,Medium,2.0,Local,High,Low,None,False,False,0,444,Database Server,True,134,In Progress,,5.3
VULN-009627,AST-00252,CVE-2019-36342,Memory Corruption,3.8,Low,1.3,Network,High,None,None,False,False,0,44,VPN Gateway,False,0,Mitigated,,1.2
VULN-009628,AST-09681,CVE-2022-22173,Path Traversal,4.5,Medium,1.3,Network,Low,None,Required,False,False,0,314,File Server,False,0,Open,2026-11-08,5.5
VULN-009629,AST-08117,CVE-2025-90677,Buffer Overflow,8.2,High,2.7,Local,High,Low,Required,False,True,911,1049,Email Server,True,436,Open,2026-10-25,10
VULN-009630,AST-04305,CVE-2026-53794,Improper Access Control,8.1,High,2.8,Network,Low,None,None,False,False,0,924,SaaS Application,True,887,In Progress,,8.0
VULN-009631,AST-07490,CVE-2024-67010,Command Injection,7.9,High,3.3,Local,Low,High,Required,True,True,24,213,Payment Gateway,True,17,Open,2026-10-28,8.6
VULN-009632,AST-08071,CVE-2024-99189,Command Injection,1.0,Low,0.5,Network,High,None,None,False,False,0,112,Storage Bucket,False,0,Mitigated,,0.1
VULN-009633,AST-04278,CVE-2022-30063,Insecure Default Configuration,4.3,Medium,1.0,Physical,Low,High,None,False,True,38,1053,API Gateway,True,215,Mitigated,,1.4
VULN-009634,AST-01941,CVE-2023-67509,Use After Free,7.1,High,1.5,Network,Low,High,None,False,True,599,1001,IAM System,False,0,Mitigated,,4.8
