impact_id,asset_id,business_unit_id,revenue_per_hour,downtime_cost_per_hour,customer_impact_cost,data_record_cost,regulatory_penalty_estimate,legal_cost_estimate,recovery_cost_estimate,reputation_impact_cost,productivity_loss_per_hour,maximum_tolerable_loss,estimated_total_impact
IMP-003165,AST-03165,BU-0078,679164,1357927,307458,15938,8279139,4291994,9435582,92733524,529389,202613710,147637945
IMP-003166,AST-03166,BU-0067,87493,115067,8156,6234,2904651,1942664,1395143,4891367,50660,19890561,13903589
IMP-003167,AST-03167,BU-0074,75334,112265,28875,9829,2298067,1587339,1678039,12012815,31378,12047763,20299495
IMP-003168,AST-03168,BU-0137,398116,627303,7392,8960,10415855,7663134,7304116,86536701,272910,114677636,126982470
IMP-003169,AST-03169,BU-0074,185106,234824,65464,22754,401302,231152,3863771,8121089,78767,11632439,18318554
IMP-003170,AST-03170,BU-0121,13737,25767,697,15856,90831,29332,290774,772374,5613,1097599,1802416
IMP-003171,AST-03171,BU-0082,257977,381762,0,8737,12449061,5360288,5284940,17039138,180205,108443437,49295715
IMP-003172,AST-03172,BU-0112,177727,323707,55882,8398,3239383,1322013,5436447,8452504,109217,13703302,26275197
IMP-003173,AST-03173,BU-0139,278682,454286,231656,7631,6713051,2970469,3842382,37843726,136009,92236334,62504148
IMP-003174,AST-03174,BU-0026,51737,100674,51484,4278,64621,36961,1099978,11019983,16146,12477371,14689203
IMP-003175,AST-03175,BU-0063,118116,214058,103755,14709,47656,31796,1670208,8655570,36002,15678023,15646377
IMP-003176,AST-03176,BU-0058,37813,58912,8369,8757,117425,57834,922451,5697579,16350,12160323,8217546
IMP-003177,AST-03177,BU-0052,30638,48217,3149,18044,368087,157885,333229,4240441,12687,5059433,6259999
IMP-003178,AST-03178,BU-0135,297493,368926,48281,24727,672511,249064,5635720,24269137,110037,23272985,39728937
IMP-003179,AST-03179,BU-0011,2368,3773,208,6347,1224826,816133,74618,191148,1476,5487826,2397485
IMP-003180,AST-03180,BU-0053,44564,53638,8554,12907,1193290,383752,392985,5251743,28589,12261949,8517636
IMP-003181,AST-03181,BU-0104,1289662,2389642,477602,21815,11000053,3595690,12928276,78795103,402341,93232522,164148132
IMP-003182,AST-03182,BU-0139,69007,118319,24568,21497,9807535,3650736,1023144,19991985,46173,33617425,37337624
IMP-003183,AST-03183,BU-0112,32132,42290,10719,14827,1906976,1289319,471063,1399243,20876,9101082,6092280
IMP-003184,AST-03184,BU-0128,30637,47712,11229,12375,230379,126356,722034,7079743,19010,7368989,9314829
IMP-003185,AST-03185,BU-0018,14577,28689,7307,14128,12227,3848,235665,2469824,11413,5019660,3417407
IMP-003186,AST-03186,BU-0093,2490,4165,830,24904,6142236,4671259,31225,2352260,866,58233194,13297770
IMP-003187,AST-03187,BU-0085,8128,11282,2476,6945,64672,36231,177753,253104,5466,184432,805004
IMP-003188,AST-03188,BU-0020,1236,1620,206,18016,597447,258137,14338,830940,854,5651184,1739948
IMP-003189,AST-03189,BU-0065,89924,166091,54713,22638,2505124,1606561,2803489,11878720,54936,8140550,22834791
IMP-003190,AST-03190,BU-0072,9901,17640,260,10712,832840,517787,154538,1238954,6138,11969532,3167739
IMP-003191,AST-03191,BU-0025,76055,148123,25224,7632,2595916,1693084,1385990,6478133,58346,4838071,15733299
IMP-003192,AST-03192,BU-0097,1496,2242,247,7120,46669,20433,31830,146491,1075,142362,299478
IMP-003193,AST-03193,BU-0024,128342,211624,11930,8024,214344,141254,3514046,11731966,92271,8688938,20692516
IMP-003194,AST-03194,BU-0018,56090,87849,7384,24646,1290259,562600,758530,6753827,17022,3416137,11480976
IMP-003195,AST-03195,BU-0101,1425,2124,162,15428,49155,31642,39125,143418,831,347670,314478
IMP-003196,AST-03196,BU-0034,4624,8630,470,16827,358114,153492,108763,633953,3604,4907252,1461912
IMP-003197,AST-03197,BU-0007,1171,2206,338,19986,0,0,18150,138014,568,2522745,209446
IMP-003198,AST-03198,BU-0104,41453,61367,6069,15356,7390003,3433246,953747,1330680,32861,147873788,14586553
IMP-003199,AST-03199,BU-0122,8212,12498,1721,14050,242605,103614,205709,390726,6526,1537783,1244327
IMP-003200,AST-03200,BU-0076,10530,14037,4859,4239,677525,251592,146778,23607336,4399,51384498,25024978
IMP-003201,AST-03201,BU-0138,889127,1711018,263157,12091,3015892,1690620,24727550,99827068,690658,50749603,170588719
IMP-003202,AST-03202,BU-0149,32,57,2,6153,41545,24803,1110,22789,25,88553,91617
IMP-003203,AST-03203,BU-0088,5669,8474,807,9870,1383,445,101702,89316,3707,382285,397029
IMP-003204,AST-03204,BU-0081,210594,291638,17249,12722,18365115,11389504,1791477,12216351,96521,226149394,50779008
IMP-003205,AST-03205,BU-0136,27072,48934,2497,22838,575238,393691,299732,4568501,14496,103312898,7014075
IMP-003206,AST-03206,BU-0021,70351,136018,51874,11178,1261428,512801,1996969,6885745,28613,9859496,13973249
IMP-003207,AST-03207,BU-0019,5704,8881,35,4605,352208,144992,147092,1736480,3262,13436562,2593951
IMP-003208,AST-03208,BU-0099,3502,4825,493,17351,45338,35923,57483,380712,1203,518002,635749
IMP-003209,AST-03209,BU-0123,388,588,77,23885,165347,114055,5707,109439,259,575355,408737
IMP-003210,AST-03210,BU-0127,41700,81977,983,17208,4151,1636,1100982,5630285,14906,5150253,8705485
IMP-003211,AST-03211,BU-0065,138531,181049,68732,4127,3213534,1378127,2577101,15299296,84771,16557279,26881966
IMP-003212,AST-03212,BU-0102,5699,11300,1418,19000,33349,14635,120766,182835,4478,284107,624203
IMP-003213,AST-03213,BU-0045,16625,27390,2592,21723,364687,166539,251833,1519730,9684,1956745,2962741
IMP-003214,AST-03214,BU-0112,123505,168121,4022,21939,7531797,5777190,944561,21445449,41679,26724608,39737923
IMP-003215,AST-03215,BU-0122,164,322,60,10026,62790,27762,2249,105051,129,807705,205640
IMP-003216,AST-03216,BU-0004,10513,20653,9607,22353,5653034,2065715,223510,4594196,5581,100459928,13041734
IMP-003217,AST-03217,BU-0095,315374,455073,77333,12461,1125836,703265,6610765,41687189,242200,120281942,61126140
IMP-003218,AST-03218,BU-0112,186764,263375,9971,5188,297241,230941,4005739,19363043,123717,25155565,30227935
IMP-003219,AST-03219,BU-0042,81948,102250,21978,21984,5919650,2221228,1690903,5940300,58284,58419145,18248059
IMP-003220,AST-03220,BU-0104,621801,1221709,181547,7507,39488870,29526215,6271843,23508908,214295,75432583,128298399
IMP-003221,AST-03221,BU-0011,76570,148366,53346,21323,705712,440252,1610550,4634006,54882,5372609,11004650
IMP-003222,AST-03222,BU-0116,16844,25709,366,8806,1043076,606306,233972,9810368,8607,34201426,12311104
IMP-003223,AST-03223,BU-0121,1742,2734,17,10740,23944,10949,41037,44002,736,1324395,185565
IMP-003224,AST-03224,BU-0135,3305,6403,774,15325,2462870,1329084,70716,1878044,1918,37932957,5895160
IMP-003225,AST-03225,BU-0061,277,333,62,12975,1338261,915712,2291,639517,104,4743749,2903835
IMP-003226,AST-03226,BU-0141,12327,22459,5163,19163,352235,181895,281893,7386264,5748,130626592,8746466
IMP-003227,AST-03227,BU-0059,7993,14226,1547,12513,582114,356263,116804,549154,4938,3315247,1947306
IMP-003228,AST-03228,BU-0131,44073,61799,17366,21650,1225116,843785,928514,1841713,25582,43732184,6339670
IMP-003229,AST-03229,BU-0086,49,93,3,17838,21699,12439,697,34529,19,782281,71599
IMP-003230,AST-03230,BU-0030,7304,10677,3352,16768,568911,369324,134730,1272572,4276,12776467,2605137
IMP-003231,AST-03231,BU-0145,924555,1835964,499797,12306,1261737,809066,10963923,37318506,431364,99453672,94916165
IMP-003232,AST-03232,BU-0140,788953,1057496,1034498,3063,8391504,3200356,7476314,51014802,574965,111782234,96497378
IMP-003233,AST-03233,BU-0025,52288,74577,1266,20734,1376536,541362,1127182,2618211,34581,6855532,7454405
IMP-003234,AST-03234,BU-0059,51647,96485,9299,11962,373500,287483,957185,7310669,19958,8809677,11253776
IMP-003235,AST-03235,BU-0065,148252,269127,16198,10567,1820641,1386722,2779377,9658466,116241,17466093,22120452
IMP-003236,AST-03236,BU-0146,949210,1454629,405987,5268,3983693,1263033,16177374,19774611,501148,91564555,76515794
IMP-003237,AST-03237,BU-0039,785334,1342901,681104,7766,13332671,9111084,25494945,21971139,313074,92694184,102820567
IMP-003238,AST-03238,BU-0042,95606,170164,3976,5458,4123380,2231252,3067604,5255785,52069,141196059,18765933
IMP-003239,AST-03239,BU-0018,1141,1446,153,21393,243218,144620,20593,773596,396,7194226,1216884
IMP-003240,AST-03240,BU-0098,1282,1763,312,24598,10295,5521,21555,121441,912,116934,201436
IMP-003241,AST-03241,BU-0013,33154,52995,10904,6058,248447,188886,467713,3969173,20617,4206908,6157003
IMP-003242,AST-03242,BU-0094,49796,63661,1257,7141,4895503,2613072,363244,6490399,18621,88468485,15891339
IMP-003243,AST-03243,BU-0128,39998,55994,8834,22818,53123,23159,876133,6461095,24339,5857390,8766200
IMP-003244,AST-03244,BU-0075,121395,212909,33939,12834,2161740,1004579,2262467,8909312,91306,6460944,19481853
IMP-003245,AST-03245,BU-0120,16844,26764,325,4830,1743505,625564,410048,3360137,8466,46090718,6781915
IMP-003246,AST-03246,BU-0125,33190,43676,6438,5837,546421,168047,864001,1245437,17139,4460750,3878568
IMP-003247,AST-03247,BU-0017,7894,11171,408,8271,161265,118997,64777,694929,5582,7763851,1308480
IMP-003248,AST-03248,BU-0072,90401,166802,24206,20943,1299797,925354,3138614,10716928,54131,13174689,20108147
IMP-003249,AST-03249,BU-0150,98,129,4,17159,5236,2545,1275,3788,30,365631,15944
IMP-003250,AST-03250,BU-0138,716610,1197796,73469,16241,7633067,5867324,21520367,46549585,332562,30837919,110390916
IMP-003251,AST-03251,BU-0079,2290205,3255540,554229,22571,3361998,1908738,25004783,58035580,1422531,128458608,166998288
IMP-003252,AST-03252,BU-0056,71489,136244,18824,24285,1064748,838230,1841602,2309712,31354,10720208,9342972
IMP-003253,AST-03253,BU-0120,215910,361338,42206,21941,4037662,2349196,4801564,12182406,76477,29124413,32085146
IMP-003254,AST-03254,BU-0051,100579,132500,0,17990,160701,126569,1763170,6128501,49174,3789417,11358941
IMP-003255,AST-03255,BU-0112,207851,306795,40272,11487,359581,237576,5072150,13178302,107579,20989262,26250961
IMP-003256,AST-03256,BU-0050,9975,15446,1423,24322,98347,59136,291954,858250,3660,1340747,1679814
IMP-003257,AST-03257,BU-0061,2859,4444,570,4623,100250,57193,65896,589049,1303,6486476,919614
IMP-003258,AST-03258,BU-0027,304,421,25,15543,74152,50994,4460,1632786,223,12216714,1772521
IMP-003259,AST-03259,BU-0011,51310,90284,64611,3769,199205,105710,795552,2785302,40399,9202106,6117196
IMP-003260,AST-03260,BU-0109,594166,1039829,268367,5134,4488381,3408234,17041764,40900308,410811,162327637,91062950
IMP-003261,AST-03261,BU-0040,901427,1086395,198598,14897,0,0,11249395,76133330,664049,98974674,113654803
IMP-003262,AST-03262,BU-0073,87818,153310,18255,21689,588455,193559,3026087,7092463,55996,8958637,14598259
IMP-003263,AST-03263,BU-0060,1568,2440,43,16681,482489,370214,31799,128348,1107,4765546,1071453
IMP-003264,AST-03264,BU-0151,141,262,33,13816,7918,5856,4790,32722,71,100377,57607
IMP-003265,AST-03265,BU-0052,90057,166711,101936,13498,93073,66299,1207889,7940716,30258,6450540,13410977
IMP-003266,AST-03266,BU-0099,3455,4457,296,17621,7507,2937,72259,161654,1222,135769,351621
IMP-003267,AST-03267,BU-0041,78533,137866,102397,5507,3846256,1236279,757852,9679110,55418,73877622,18930678
IMP-003268,AST-03268,BU-0124,6868,11314,7987,5071,59596,29672,163069,401818,4071,701524,933678
IMP-003269,AST-03269,BU-0035,16203,30487,5907,9602,183533,125070,335039,2914966,12865,4591284,4296203
IMP-003270,AST-03270,BU-0107,939611,1365821,101873,19254,37485333,25732807,13265231,94030558,384537,172174784,203395506
IMP-003271,AST-03271,BU-0005,685989,825247,30465,6245,3428429,2443942,15994855,9295528,370616,108954283,50999147
IMP-003272,AST-03272,BU-0042,109264,213448,46860,18703,10681192,5906377,2713467,14670000,34839,39028912,39140648
IMP-003273,AST-03273,BU-0025,63696,86221,24406,14438,1000386,456190,762439,8315951,42577,11941631,12628676
IMP-003274,AST-03274,BU-0004,57823,71766,7510,19308,1211139,926881,1306283,22520988,18435,109677730,27695185
IMP-003275,AST-03275,BU-0107,73695,131184,33734,3915,478603,171995,2420336,33190597,57083,124878430,39443681
IMP-003276,AST-03276,BU-0021,13943,21486,7961,7903,1135051,645804,129050,910928,5422,8507937,3344458
IMP-003277,AST-03277,BU-0126,6468,7892,663,24316,607724,182938,117910,1378352,4924,6617464,2476995
IMP-003278,AST-03278,BU-0005,346937,671651,334360,18946,12084933,9308180,7450291,13958545,191519,112105794,59255933
IMP-003279,AST-03279,BU-0042,119507,206002,36722,4004,1093581,583456,3819495,7560339,82448,124802844,18037641
IMP-003280,AST-03280,BU-0012,29997,38258,5271,21806,1660132,1243779,227162,5673898,10006,10772751,9728434
IMP-003281,AST-03281,BU-0046,55,70,15,23018,92193,62268,593,101229,18,1434849,257978
IMP-003282,AST-03282,BU-0023,110913,160453,15429,13883,1536317,712628,1817324,4284342,69316,10334180,12216912
IMP-003283,AST-03283,BU-0041,430227,540263,136591,13533,1782552,944515,8743813,76801670,259693,36885061,101375453
IMP-003284,AST-03284,BU-0116,6125,12155,3213,18781,4084468,2726188,108832,5170028,3958,50003021,12384449
IMP-003285,AST-03285,BU-0054,122243,154829,4478,22756,1833442,722055,973758,6830178,63232,5461366,14079807
IMP-003286,AST-03286,BU-0104,1888434,2744705,1173560,22280,14044157,7494066,50587556,108750249,1133419,176622797,247922508
IMP-003287,AST-03287,BU-0059,84848,104764,11850,19703,80461,56491,1828987,836808,59927,13082215,5328933
IMP-003288,AST-03288,BU-0071,0,0,0,14184,1656254,1276508,0,1422391,0,12408474,4355153
IMP-003289,AST-03289,BU-0128,5276,8226,310,18538,309429,162027,70307,1453583,1869,7345843,2193080
IMP-003290,AST-03290,BU-0109,525077,710792,70851,4305,11450973,3832810,11315174,101295368,417814,95288532,145024184
IMP-003291,AST-03291,BU-0128,69784,99862,13169,5697,315757,153455,969534,2337117,49554,2520477,6185720
IMP-003292,AST-03292,BU-0026,37434,60045,2085,7937,2325230,840199,725576,1059935,23324,5381354,6394105
IMP-003293,AST-03293,BU-0152,1292,1576,1342,15319,57345,45374,8429,37921,513,117939,188235
IMP-003294,AST-03294,BU-0046,1139,1373,939,3126,164641,51080,22838,356409,557,782940,628859
IMP-003295,AST-03295,BU-0028,62998,117205,1767,10634,615325,255453,2246013,2676008,40783,4029094,8607486
IMP-003296,AST-03296,BU-0146,1010847,1722721,387496,3990,3966594,1512584,17869317,49693288,677552,103224600,114774583
IMP-003297,AST-03297,BU-0017,67098,128883,19446,18846,128101,54575,1103303,5269026,46181,3164180,9667643
IMP-003298,AST-03298,BU-0085,5913,10650,1051,4495,110309,39877,199151,487286,3182,504450,1093274
IMP-003299,AST-03299,BU-0089,34027,64217,2421,17657,18069182,7193169,389441,5415184,25922,78619783,32610605
IMP-003300,AST-03300,BU-0134,534386,953157,439866,10049,6987888,5023643,15005335,38082800,426911,46689391,88415300
IMP-003301,AST-03301,BU-0096,0,0,0,18520,343492,135636,0,21226820,0,76187433,21705948
IMP-003302,AST-03302,BU-0027,4017,7570,263,18787,732379,251125,117587,643729,1911,7540298,1926763
IMP-003303,AST-03303,BU-0121,8959,15686,1855,14698,199742,153568,149849,797093,5971,1325196,1678571
IMP-003304,AST-03304,BU-0136,796233,1574837,51696,19958,2491642,1785595,18845571,57713510,599749,103362367,118684102
IMP-003305,AST-03305,BU-0086,5730,9685,2278,13400,33545,13346,153930,275271,2132,840675,710810
IMP-003306,AST-03306,BU-0006,1197,2036,114,10227,70108,27749,17119,34042,819,1740293,197996
IMP-003307,AST-03307,BU-0097,3265,5076,1250,12273,49881,32180,64575,83745,1597,262772,353455
IMP-003308,AST-03308,BU-0084,41,64,8,18151,62572,19226,1206,37109,25,472626,121657
IMP-003309,AST-03309,BU-0130,8925,11859,2752,11284,51774,33007,232944,1111319,4198,39988713,1716412
IMP-003310,AST-03310,BU-0141,1972384,3846024,483323,22465,13352404,9208421,51551896,109739439,1375461,55953846,276640059
IMP-003311,AST-03311,BU-0105,27636,36471,898,17447,2071612,886941,587588,28091344,17857,110077054,32513687
IMP-003312,AST-03312,BU-0130,24240,45478,7138,17738,728815,528488,782354,8592768,11756,28349783,11731035
IMP-003313,AST-03313,BU-0040,358522,457950,69666,5200,6833452,4360958,7086290,42826519,174956,78949208,72167685
IMP-003314,AST-03314,BU-0080,31589,51534,17910,20216,4489987,3137933,261745,6463992,10828,196096313,15608383
IMP-003315,AST-03315,BU-0152,343,603,145,21622,13004,4412,11831,25197,186,108034,69061
IMP-003316,AST-03316,BU-0024,106160,178039,13504,13401,687352,226218,3554150,10312919,84032,5884898,19067079
IMP-003317,AST-03317,BU-0013,37101,53367,5390,12456,994688,638932,294807,6379481,12356,2696697,9594106
IMP-003318,AST-03318,BU-0079,66337,115796,8889,4749,7342604,2733312,1459618,13735621,52256,175598949,28059148
IMP-003319,AST-03319,BU-0014,9473,15015,1171,11825,1136560,428804,194515,1366568,7235,7272308,3487978
IMP-003320,AST-03320,BU-0068,64162,127000,44322,6836,939294,541711,1605583,8366689,27281,9150764,14545599
IMP-003321,AST-03321,BU-0121,7167,13792,1954,20532,305878,118531,213572,466138,3785,969282,1437081
IMP-003322,AST-03322,BU-0069,120534,144912,19614,4015,1653474,955511,1939924,5699021,82699,4295640,13745432
IMP-003323,AST-03323,BU-0009,781,1135,33,4216,76897,36792,7875,617495,315,1829187,766332
IMP-003324,AST-03324,BU-0066,141447,246698,157895,15701,1736719,840301,1998615,8087122,79792,20353691,18741404
IMP-003325,AST-03325,BU-0096,19088,28282,5612,24014,5038840,3311776,205251,1942366,12042,98131452,11182613
IMP-003326,AST-03326,BU-0081,1421507,2386525,1250056,9718,11386894,3790730,30563442,39894311,586036,141622780,144162033
IMP-003327,AST-03327,BU-0119,49001,71488,5448,11930,4207310,2535780,1254561,4558854,23622,43140878,14277665
IMP-003328,AST-03328,BU-0114,253036,454881,137283,19070,444881,305311,7054604,21583550,193018,13519894,40442773
IMP-003329,AST-03329,BU-0133,323937,403255,16758,12716,1221829,515669,3495268,23438460,126218,48211793,38366104
IMP-003330,AST-03330,BU-0084,4023,5343,1258,18604,24575,12551,78257,521379,1498,384013,766252
IMP-003331,AST-03331,BU-0059,48880,64209,14346,18914,949876,286277,1160158,3320077,23539,11060425,7271750
IMP-003332,AST-03332,BU-0022,131511,220241,103490,10461,1605608,839746,2204714,13869176,69180,11857911,23908518
IMP-003333,AST-03333,BU-0004,99876,185169,12640,10191,1814001,996212,1306114,5039537,65939,98708271,13612560
IMP-003334,AST-03334,BU-0010,10262,14457,801,12552,469879,317326,133212,1387815,3251,6124598,2656001
IMP-003335,AST-03335,BU-0002,788493,1076780,329771,21326,10329184,7616361,18009928,33606648,381590,59665582,95734612
IMP-003336,AST-03336,BU-0089,1383219,1681031,237445,6739,9651495,4325861,13929281,53062865,797930,79322342,121551691
IMP-003337,AST-03337,BU-0065,142905,187925,40742,13076,1748671,1397545,2680240,7910839,52375,7752662,18288237
IMP-003338,AST-03338,BU-0021,85562,163262,17909,11719,2192126,850366,3255690,7218312,27168,4244370,17452691
IMP-003339,AST-03339,BU-0086,8331,15044,509,20056,12785,7058,296811,784420,3397,418943,1462639
IMP-003340,AST-03340,BU-0122,13140,25574,374,18102,334413,210780,406769,779140,7563,1902862,2345252
IMP-003341,AST-03341,BU-0011,2631,4121,1227,18361,411088,181086,64492,633767,1263,9195187,1390564
