risk_id,organization_id,business_unit_id,asset_id,vulnerability_id,threat_id,likelihood_score,impact_score,inherent_risk,control_effectiveness,residual_risk,incident_probability,single_loss_expectancy,annual_rate_of_occurrence,expected_annual_loss,value_at_risk,financial_exposure,risk_reduction_potential,current_security_spend,recommended_security_spend,risk_score
RISK-007695,ORG-001,BU-0004,AST-03530,VULN-004767,THREAT-00660,0.2,4.9,0.1,0.41,0.06,0.0133,3815935,0.009,34343,104301,65633,0.01,461195,461656,0.06
RISK-007696,ORG-002,BU-0008,AST-05747,VULN-007409,THREAT-01814,5.4,10,5.4,0.63,2.0,0.36,600792,0.863,518483,977525,811740,0.52,59875,62988,1.99
RISK-007697,ORG-010,BU-0060,AST-02320,VULN-018915,THREAT-04894,4.0,10,4.0,0.65,1.4,0.2667,1054840,0.445,469404,1129394,808222,0.31,278828,287472,1.47
RISK-007698,ORG-007,BU-0042,AST-09239,VULN-003414,THREAT-01252,1.3,8.7,1.13,0.7,0.34,0.0867,34059543,0.206,7016266,16345497,11919915,0.08,767815,773958,0.36
RISK-007699,ORG-013,BU-0077,AST-02498,VULN-015571,THREAT-02389,1.0,10,1.0,0.39,0.61,0.0667,16385713,0.103,1687728,3117487,2622974,0.17,1012151,1029358,0.67
RISK-007700,ORG-014,BU-0086,AST-07299,VULN-007923,THREAT-00464,7.6,8.8,6.69,0.79,1.4,0.5067,184189,1.03,189715,448147,324159,0.38,85338,88581,1.4
RISK-007701,ORG-016,BU-0100,AST-02936,VULN-025489,THREAT-04943,2.1,10,2.1,0.75,0.53,0.14,75862,0.212,16083,27011,24186,0.2,39486,40276,0.5
RISK-007702,ORG-023,BU-0137,AST-04501,VULN-000044,THREAT-03111,4.7,2.5,1.18,0.21,0.93,0.3133,2047202,0.4,818881,2665892,1618649,0.14,353976,358932,0.87
RISK-007703,ORG-009,BU-0056,AST-03746,VULN-022785,THREAT-04370,3.5,3.2,1.12,0.85,0.17,0.2333,247005,0.543,134124,268564,214693,0.06,420620,423144,0.18
RISK-007704,ORG-024,BU-0144,AST-00532,VULN-008888,THREAT-03400,3.9,5.2,2.03,0.6,0.81,0.26,3319730,0.206,683864,1978027,1277272,0.39,1236311,1284527,0.89
RISK-007705,ORG-003,BU-0014,AST-06638,VULN-000407,THREAT-01090,1.8,5.2,0.94,0.79,0.2,0.12,20084,0.237,4760,14398,9079,0.09,482658,487002,0.19
RISK-007706,ORG-011,BU-0063,AST-01558,VULN-013399,THREAT-01219,4.0,9.1,3.64,0.42,2.11,0.2667,2178736,0.67,1459753,3337503,2461004,0.7,126055,134879,2.31
RISK-007707,ORG-013,BU-0079,AST-04939,VULN-019029,THREAT-04482,5.7,6.6,3.76,0.72,1.05,0.38,16875505,0.7,11812854,30949887,21097820,0.23,553828,566566,1.05
RISK-007708,ORG-023,BU-0139,AST-06972,VULN-023545,THREAT-03270,3.0,7.6,2.28,0.76,0.55,0.2,9357131,0.354,3312424,7283128,5497362,0.23,1179522,1206651,0.6
RISK-007709,ORG-004,BU-0025,AST-03273,VULN-012341,THREAT-01470,6.1,9.8,5.98,0.57,2.57,0.4067,1855662,0.787,1460406,2473217,2202371,0.7,333772,357136,2.54
RISK-007710,ORG-014,BU-0084,AST-03330,VULN-023008,THREAT-04195,4.4,9.5,4.18,0.44,2.34,0.2933,65909,0.651,42907,111585,76382,0.5,26364,27682,2.37
RISK-007711,ORG-001,BU-0002,AST-05224,VULN-012582,THREAT-04164,0.8,9.4,0.75,0.71,0.22,0.0533,13718778,0.059,809408,1660978,1307701,0.06,971475,977304,0.21
RISK-007712,ORG-021,BU-0127,AST-02840,VULN-011734,THREAT-00334,1.4,9.7,1.36,0.27,0.99,0.0933,2495426,0.134,334387,1118118,669822,0.17,57948,58933,1.03
RISK-007713,ORG-017,BU-0110,AST-00453,VULN-028134,THREAT-00050,3.8,10,3.8,0.59,1.56,0.2533,17365926,0.589,10228530,27970784,18619765,0.68,904064,965540,1.65
RISK-007714,ORG-005,BU-0026,AST-05910,VULN-004785,THREAT-03876,1.1,2.7,0.3,0.25,0.22,0.0733,38580,0.173,6674,10905,9946,0.02,95347,95538,0.23
RISK-007715,ORG-007,BU-0042,AST-09690,VULN-015932,THREAT-02419,4.8,8.2,3.94,0.8,0.79,0.32,13947671,0.742,10349172,18238570,15820743,0.32,229862,237218,0.84
RISK-007716,ORG-024,BU-0146,AST-04901,VULN-018140,THREAT-01744,5.6,10,5.6,0.85,0.84,0.3733,23689049,0.19,4500919,11014274,7805201,0.41,472790,492174,0.87
RISK-007717,ORG-013,BU-0076,AST-01716,VULN-000237,THREAT-03607,3.0,8.1,2.43,0.32,1.65,0.2,19730994,0.52,10260117,20391886,16377683,0.3,1484445,1528978,1.49
RISK-007718,ORG-005,BU-0032,AST-07699,VULN-003699,THREAT-02642,3.3,5.9,1.95,0.42,1.13,0.22,517542,0.164,84877,179174,138629,0.21,446718,456099,1.16
RISK-007719,ORG-018,BU-0114,AST-05468,VULN-028329,THREAT-00072,6.8,5.5,3.74,0.64,1.35,0.4533,706121,0.867,612207,1695331,1120806,0.55,368375,388636,1.45
RISK-007720,ORG-013,BU-0076,AST-02145,VULN-012707,THREAT-02574,3.0,9.0,2.7,0.46,1.46,0.2,31477456,0.307,9663579,33696431,19772508,0.38,1156347,1200288,1.54
RISK-007721,ORG-024,BU-0140,AST-08376,VULN-027655,THREAT-03992,4.2,8.8,3.7,0.46,2.0,0.28,31840989,0.511,16270745,45558536,29938306,0.7,624302,668003,2.18
RISK-007722,ORG-024,BU-0140,AST-07953,VULN-028416,THREAT-02642,3.8,10,3.8,0.21,3.0,0.2533,27844943,0.588,16372826,40936537,28653787,0.35,1135131,1174861,2.94
RISK-007723,ORG-018,BU-0115,AST-05554,VULN-026884,THREAT-03284,4.1,10,4.1,0.7,1.23,0.2733,11950475,0.161,1924026,3764980,3053520,0.48,796816,835063,1.29
RISK-007724,ORG-007,BU-0039,AST-03237,VULN-009665,THREAT-01649,6.6,10,6.6,0.22,5.15,0.44,24716935,0.528,13050542,24768959,20481230,0.59,566993,600446,5.28
RISK-007725,ORG-018,BU-0112,AST-04801,VULN-020314,THREAT-00911,2.8,2.8,0.78,0.73,0.21,0.1867,1679267,0.278,466836,990929,764115,0.11,564765,570977,0.23
RISK-007726,ORG-002,BU-0006,AST-07800,VULN-008564,THREAT-02155,4.2,8.9,3.74,0.5,1.87,0.28,406745,0.823,334751,545688,498457,0.69,288329,308224,2.02
RISK-007727,ORG-022,BU-0133,AST-09019,VULN-016082,THREAT-02650,3.6,9.9,3.56,0.32,2.42,0.24,6515863,0.346,2254489,7237648,4425783,0.41,1152210,1199451,2.51
RISK-007728,ORG-011,BU-0065,AST-08412,VULN-001960,THREAT-01915,4.8,4.7,2.26,0.51,1.11,0.32,1265346,0.693,876885,1887658,1443182,0.23,237108,242561,1.14
RISK-007729,ORG-004,BU-0023,AST-01803,VULN-003686,THREAT-04161,5.0,3.2,1.6,0.75,0.4,0.3333,373995,0.742,277504,416729,402523,0.14,396135,401681,0.44
RISK-007730,ORG-019,BU-0118,AST-09548,VULN-004034,THREAT-04182,0.1,5.7,0.06,0.35,0.04,0.0067,1243504,0.013,16166,33419,26192,0.01,1462387,1463849,0.04
RISK-007731,ORG-015,BU-0090,AST-08640,VULN-026492,THREAT-02436,5.3,2.4,1.27,0.25,0.95,0.3533,444043,0.594,263762,791930,501341,0.12,546304,552860,0.87
RISK-007732,ORG-012,BU-0073,AST-08995,VULN-021825,THREAT-03531,4.5,10,4.5,0.56,1.98,0.3,1386265,0.32,443605,1294589,831982,0.68,343478,366835,2.12
RISK-007733,ORG-009,BU-0053,AST-01383,VULN-007652,THREAT-02891,2.4,8.8,2.11,0.46,1.14,0.16,1371915,0.15,205787,330865,305046,0.31,160277,165246,1.17
RISK-007734,ORG-013,BU-0080,AST-04847,VULN-025644,THREAT-02961,4.5,8.4,3.78,0.83,0.64,0.3,28741020,0.383,11007811,19690444,16914944,0.39,1131237,1175355,0.67
RISK-007735,ORG-012,BU-0075,AST-03050,VULN-017740,THREAT-03565,7.1,8.9,6.32,0.44,3.54,0.4733,3127260,0.745,2329809,5804393,4071127,0.87,431242,468760,3.52
RISK-007736,ORG-013,BU-0076,AST-04999,VULN-017172,THREAT-03607,1.9,7.5,1.43,0.21,1.13,0.1267,12033953,0.208,2503062,7090952,4630348,0.16,772429,784788,1.16
RISK-007737,ORG-011,BU-0066,AST-06352,VULN-005585,THREAT-03466,6.4,5.2,3.33,0.63,1.23,0.4267,214499,0.457,98026,195344,156629,0.37,135033,140029,1.35
RISK-007738,ORG-025,BU-0150,AST-03900,VULN-000599,THREAT-02173,2.2,10,2.2,0.34,1.45,0.1467,25259,0.375,9472,22932,16352,0.33,147956,152839,1.51
RISK-007739,ORG-008,BU-0043,AST-05273,VULN-028816,THREAT-02302,2.2,8.2,1.8,0.27,1.31,0.1467,272922,0.161,43940,138896,85609,0.2,29816,30412,1.24
RISK-007740,ORG-012,BU-0071,AST-03288,VULN-016532,THREAT-04035,9.6,4.8,4.61,0.41,2.72,0.64,0,0.894,0,0,0,0.41,304850,317349,2.9
RISK-007741,ORG-008,BU-0044,AST-07701,VULN-009369,THREAT-00788,2.1,8.7,1.83,0.61,0.71,0.14,69452,0.23,15974,27545,24238,0.16,136025,138201,0.76
RISK-007742,ORG-012,BU-0071,AST-04545,VULN-014488,THREAT-00816,2.9,4.4,1.28,0.52,0.61,0.1933,781579,0.563,440029,1427800,868369,0.25,498156,510610,0.66
RISK-007743,ORG-004,BU-0025,AST-07137,VULN-011451,THREAT-00651,2.1,8.6,1.81,0.34,1.19,0.14,791136,0.209,165347,538175,326800,0.32,253188,261290,1.2
RISK-007744,ORG-022,BU-0134,AST-05260,VULN-011810,THREAT-02501,5.1,8.7,4.44,0.74,1.15,0.34,4640214,0.298,1382784,2921215,2259148,0.33,182643,188670,1.22
RISK-007745,ORG-024,BU-0146,AST-02680,VULN-000615,THREAT-02763,1.9,3.4,0.65,0.63,0.24,0.1267,6261012,0.112,701233,1869766,1262163,0.06,1225865,1233220,0.24
RISK-007746,ORG-014,BU-0086,AST-01171,VULN-010475,THREAT-02449,4.1,10,4.1,0.3,2.87,0.2733,165393,0.731,120902,335756,221629,0.44,97734,102034,3.03
RISK-007747,ORG-012,BU-0073,AST-04497,VULN-012804,THREAT-01380,2.5,10,2.5,0.48,1.3,0.1667,4439911,0.086,381832,1312654,775628,0.35,92360,95593,1.17
RISK-007748,ORG-020,BU-0121,AST-01880,VULN-005075,THREAT-01001,6.2,4.0,2.48,0.35,1.61,0.4133,32690,0.551,18012,47803,32353,0.34,81759,84539,1.48
RISK-007749,ORG-013,BU-0078,AST-06307,VULN-022973,THREAT-03946,2.0,5.4,1.08,0.7,0.32,0.1333,2590390,0.261,676092,1188855,1032748,0.08,1024746,1032944,0.3
RISK-007750,ORG-005,BU-0031,AST-08879,VULN-014566,THREAT-01254,5.5,7.6,4.18,0.27,3.05,0.3667,1211084,1.03,1247417,2550133,2012457,0.48,337763,353976,2.8
RISK-007751,ORG-023,BU-0136,AST-03304,VULN-016777,THREAT-04994,5.1,10,5.1,0.42,2.96,0.34,12820358,0.965,12371645,20872393,18633363,0.73,832779,893572,3.16
RISK-007752,ORG-017,BU-0108,AST-04477,VULN-024564,THREAT-04180,2.1,5.5,1.16,0.26,0.86,0.14,2642410,0.318,840286,2316060,1535104,0.07,161347,162476,0.83
RISK-007753,ORG-025,BU-0148,AST-03944,VULN-003741,THREAT-02654,3.8,9.4,3.57,0.49,1.82,0.2533,36881,0.176,6491,20381,12605,0.62,118429,125772,1.79
RISK-007754,ORG-003,BU-0014,AST-07326,VULN-001476,THREAT-00453,5.6,4.9,2.74,0.65,0.96,0.3733,707743,0.561,397044,1334540,797406,0.39,278624,289490,0.91
RISK-007755,ORG-020,BU-0121,AST-02374,VULN-022956,THREAT-00508,5.1,9.7,4.95,0.73,1.34,0.34,282615,0.965,272723,561361,441131,0.58,135473,143330,1.37
RISK-007756,ORG-021,BU-0125,AST-05703,VULN-011294,THREAT-00049,3.8,9.4,3.57,0.49,1.82,0.2533,785016,0.352,276326,587971,452717,0.52,243258,255907,1.87
RISK-007757,ORG-003,BU-0012,AST-02987,VULN-001302,THREAT-04120,2.6,8.5,2.21,0.26,1.64,0.1733,1550247,0.425,658855,1466688,1098861,0.32,307807,317657,1.54
RISK-007758,ORG-012,BU-0069,AST-01876,VULN-003456,THREAT-03623,6.6,10,6.6,0.74,1.72,0.44,2299911,1.217,2798992,8929811,5477935,0.65,403500,429728,1.85
RISK-007759,ORG-010,BU-0057,AST-04577,VULN-028883,THREAT-01536,2.9,4.7,1.36,0.57,0.58,0.1933,7585,0.276,2093,5854,3849,0.26,439837,451273,0.61
RISK-007760,ORG-023,BU-0137,AST-05906,VULN-023450,THREAT-03361,2.5,9.6,2.4,0.64,0.86,0.1667,38688217,0.137,5300286,11874446,8862620,0.17,239205,243271,0.85
RISK-007761,ORG-007,BU-0040,AST-09043,VULN-023816,THREAT-04360,2.6,9.3,2.42,0.71,0.7,0.1733,15932207,0.297,4731865,14127829,8970214,0.35,1448519,1499217,0.73
RISK-007762,ORG-008,BU-0050,AST-00246,VULN-016965,THREAT-01905,3.1,10,3.1,0.74,0.81,0.2067,425875,0.28,119245,357916,226620,0.46,93921,98241,0.88
RISK-007763,ORG-009,BU-0051,AST-06385,VULN-018163,THREAT-03808,4.0,4.1,1.64,0.3,1.15,0.2667,129799,0.355,46079,139529,87938,0.13,375032,379907,1.14
RISK-007764,ORG-010,BU-0058,AST-07262,VULN-020196,THREAT-03330,1.9,9.2,1.75,0.59,0.72,0.1267,1851341,0.281,520227,782769,755058,0.19,300718,306432,0.66
RISK-007765,ORG-018,BU-0115,AST-00179,VULN-005393,THREAT-00525,8.8,10,8.8,0.44,4.93,0.5867,4382263,1.555,6814419,11335892,10215187,1.09,928203,1029377,5.42
RISK-007766,ORG-017,BU-0103,AST-01282,VULN-025561,THREAT-00293,6.5,5.3,3.44,0.38,2.13,0.4333,3929545,0.628,2467754,4076919,3690830,0.59,1441182,1526212,2.0
RISK-007767,ORG-016,BU-0101,AST-08895,VULN-025147,THREAT-00814,1.9,9.1,1.73,0.46,0.93,0.1267,57655,0.343,19776,61955,38362,0.22,68381,69885,0.91
RISK-007768,ORG-010,BU-0060,AST-01564,VULN-020017,THREAT-04720,3.6,10,3.6,0.51,1.76,0.24,855248,0.134,114603,379397,228422,0.53,88722,93424,1.74
RISK-007769,ORG-001,BU-0002,AST-09766,VULN-017791,THREAT-01976,5.4,10,5.4,0.6,2.16,0.36,23337987,0.757,17666856,41730455,30185992,0.77,1103979,1188985,2.25
RISK-007770,ORG-003,BU-0010,AST-04192,VULN-027187,THREAT-04618,5.2,7.8,4.06,0.43,2.31,0.3467,621965,0.886,551061,1716165,1065910,0.37,476631,494266,2.46
RISK-007771,ORG-024,BU-0145,AST-03051,VULN-018190,THREAT-01072,2.3,4.5,1.03,0.71,0.3,0.1533,6386013,0.394,2516089,6753667,4542189,0.1,1417042,1431212,0.32
RISK-007772,ORG-018,BU-0112,AST-04620,VULN-024793,THREAT-03879,4.7,10,4.7,0.2,3.76,0.3133,14072512,0.223,3138170,10093241,6166142,0.48,243203,254877,3.94
RISK-007773,ORG-015,BU-0096,AST-02820,VULN-029400,THREAT-03033,0.9,4.2,0.38,0.73,0.1,0.06,595281,0.153,91078,174366,143388,0.03,844505,847039,0.11
RISK-007774,ORG-001,BU-0003,AST-04591,VULN-007653,THREAT-02946,5.0,9.3,4.65,0.31,3.21,0.3333,23486452,0.72,16910245,27146248,25054119,0.75,152432,163864,3.1
RISK-007775,ORG-007,BU-0042,AST-07202,VULN-023422,THREAT-01161,4.6,5.1,2.35,0.75,0.59,0.3067,2131590,0.315,671451,2057785,1288786,0.22,571726,584304,0.56
RISK-007776,ORG-009,BU-0053,AST-02903,VULN-016016,THREAT-04629,5.0,3.2,1.6,0.27,1.17,0.3333,135317,0.578,78213,214790,142650,0.14,258055,261668,1.27
RISK-007777,ORG-004,BU-0020,AST-06179,VULN-017653,THREAT-02922,5.8,9.7,5.63,0.41,3.32,0.3867,3461767,0.85,2942502,5500130,4592541,0.41,121288,126261,3.41
RISK-007778,ORG-020,BU-0124,AST-04094,VULN-022882,THREAT-00853,1.2,10,1.2,0.61,0.47,0.08,186524,0.167,31150,64552,50516,0.11,146947,148563,0.44
RISK-007779,ORG-004,BU-0018,AST-01683,VULN-011158,THREAT-02634,5.2,4.8,2.5,0.4,1.5,0.3467,115925,0.937,108622,173485,160668,0.28,189713,195025,1.58
RISK-007780,ORG-001,BU-0003,AST-04455,VULN-001937,THREAT-01618,3.5,8.9,3.12,0.31,2.15,0.2333,30023948,0.177,5314239,9711610,8227722,0.23,894420,914992,2.19
RISK-007781,ORG-025,BU-0148,AST-07662,VULN-012171,THREAT-04273,4.8,3.2,1.54,0.24,1.17,0.32,14075,0.542,7629,16610,12612,0.15,20656,20966,1.16
RISK-007782,ORG-003,BU-0016,AST-03983,VULN-022300,THREAT-01614,2.0,2.8,0.56,0.45,0.31,0.1333,43244,0.302,13060,44184,26315,0.1,222287,224510,0.3
RISK-007783,ORG-001,BU-0002,AST-00371,VULN-012101,THREAT-03764,2.8,8.7,2.44,0.54,1.12,0.1867,17701883,0.374,6620504,21671881,13122068,0.48,494357,518086,1.18
RISK-007784,ORG-016,BU-0101,AST-00083,VULN-011363,THREAT-02525,2.8,2.7,0.76,0.36,0.49,0.1867,2325,0.239,556,1333,956,0.13,23461,23766,0.51
RISK-007785,ORG-015,BU-0092,AST-04205,VULN-011910,THREAT-04582,4.3,10,4.3,0.42,2.49,0.2867,14344466,0.215,3084060,10232796,6153899,0.71,623172,667417,2.57
RISK-007786,ORG-019,BU-0120,AST-04859,VULN-005343,THREAT-04486,3.2,8.4,2.69,0.44,1.51,0.2133,11434635,0.408,4665331,15634993,9355829,0.46,249554,261033,1.42
RISK-007787,ORG-020,BU-0121,AST-04727,VULN-026104,THREAT-04380,3.6,3.0,1.08,0.6,0.43,0.24,19490,0.606,11811,24760,19239,0.19,108404,110464,0.47
RISK-007788,ORG-012,BU-0074,AST-03167,VULN-029651,THREAT-04895,4.8,10,4.8,0.71,1.39,0.32,2493006,0.449,1119360,3646321,2213256,0.75,421228,452820,1.3
RISK-007789,ORG-008,BU-0046,AST-08246,VULN-014774,THREAT-04412,5.4,4.9,2.65,0.81,0.5,0.36,48230,0.478,23054,35701,33764,0.16,142758,145042,0.51
RISK-007790,ORG-024,BU-0140,AST-04475,VULN-002287,THREAT-03827,3.6,3.4,1.22,0.54,0.56,0.24,910039,0.51,464120,913210,738083,0.09,1005894,1014947,0.53
RISK-007791,ORG-007,BU-0039,AST-08830,VULN-019699,THREAT-04292,3.3,10,3.3,0.45,1.81,0.22,33430170,0.375,12536314,41552347,25002018,0.44,853347,890894,1.96
RISK-007792,ORG-017,BU-0110,AST-06309,VULN-001753,THREAT-04994,3.6,10,3.6,0.6,1.44,0.24,24851791,0.347,8623571,20062892,14642439,0.36,1451835,1504101,1.53
RISK-007793,ORG-002,BU-0007,AST-04590,VULN-016770,THREAT-02973,0.7,10,0.7,0.32,0.48,0.0467,244672,0.029,7095,19607,12977,0.06,106871,107512,0.46
RISK-007794,ORG-015,BU-0094,AST-09496,VULN-020179,THREAT-01687,7.0,10,7.0,0.61,2.73,0.4667,19008878,0.363,6900223,20828689,13148830,0.55,291220,307237,2.82
RISK-007795,ORG-008,BU-0048,AST-03067,VULN-004879,THREAT-04324,2.6,9.4,2.44,0.64,0.88,0.1733,307155,0.467,143441,310449,236576,0.29,42454,43685,0.85
RISK-007796,ORG-015,BU-0091,AST-01291,VULN-006045,THREAT-00205,5.6,9.6,5.38,0.71,1.56,0.3733,13047610,0.532,6941329,19735847,12862083,0.8,1395344,1506972,1.65
RISK-007797,ORG-009,BU-0051,AST-08549,VULN-027715,THREAT-00976,2.2,9.5,2.09,0.53,0.98,0.1467,2230430,0.256,570990,1078533,894550,0.35,88570,91670,0.93
RISK-007798,ORG-012,BU-0073,AST-08440,VULN-008114,THREAT-00272,2.3,9.6,2.21,0.48,1.15,0.1533,3091871,0.418,1292402,2900323,2162499,0.29,446473,459421,1.17
RISK-007799,ORG-015,BU-0095,AST-07387,VULN-018459,THREAT-00208,4.2,10,4.2,0.53,1.97,0.28,14771751,0.596,8803964,26186533,16659924,0.59,405178,429084,2.04
RISK-007800,ORG-005,BU-0028,AST-01510,VULN-005355,THREAT-02834,2.2,10,2.2,0.43,1.25,0.1467,1523363,0.296,450915,739766,672845,0.22,68151,69650,1.19
RISK-007801,ORG-009,BU-0053,AST-01383,VULN-010757,THREAT-04760,4.2,8.8,3.7,0.28,2.66,0.28,2966637,0.642,1904581,5629845,3593534,0.57,304544,321903,2.5
RISK-007802,ORG-012,BU-0072,AST-07991,VULN-006157,THREAT-00508,4.2,9.3,3.91,0.74,1.02,0.28,1729202,0.813,1405841,2996017,2304646,0.49,387297,406275,1.06
RISK-007803,ORG-007,BU-0040,AST-02485,VULN-012346,THREAT-04527,1.1,8.0,0.88,0.83,0.15,0.0733,8438603,0.087,734158,1848582,1288733,0.09,1427127,1439971,0.15
RISK-007804,ORG-016,BU-0098,AST-09482,VULN-013082,THREAT-02603,0.2,10,0.2,0.37,0.13,0.0133,117563,0.029,3409,9744,6332,0.02,140471,140752,0.13
RISK-007805,ORG-023,BU-0136,AST-05658,VULN-005464,THREAT-02324,7.4,10,7.4,0.53,3.48,0.4933,30996163,0.887,27493597,68158866,47941257,0.76,401638,432162,3.25
RISK-007806,ORG-019,BU-0120,AST-00932,VULN-021807,THREAT-04791,6.3,5.1,3.21,0.69,1.0,0.42,154492,0.292,45112,103735,76232,0.23,1435769,1468792,1.1
RISK-007807,ORG-009,BU-0053,AST-00920,VULN-002610,THREAT-01327,3.8,5.1,1.94,0.7,0.58,0.2533,983146,0.569,559410,1591557,1036877,0.16,137042,139235,0.55
RISK-007808,ORG-003,BU-0016,AST-06953,VULN-015118,THREAT-01592,1.5,10,1.5,0.73,0.41,0.1,3356324,0.161,540368,1575056,1012885,0.18,356072,362481,0.45
RISK-007809,ORG-007,BU-0040,AST-05242,VULN-020475,THREAT-02067,4.1,10,4.1,0.33,2.75,0.2733,26552063,0.569,15108124,43725218,28225689,0.67,800266,853884,2.67
RISK-007810,ORG-011,BU-0066,AST-05105,VULN-003270,THREAT-01737,6.9,3.7,2.55,0.52,1.22,0.46,315674,1.02,321987,888403,588508,0.47,147181,154099,1.32
RISK-007811,ORG-007,BU-0040,AST-01906,VULN-017564,THREAT-04479,4.8,8.3,3.98,0.34,2.63,0.32,10391362,0.263,2732928,9526286,5590814,0.29,1404675,1445411,2.64
RISK-007812,ORG-003,BU-0014,AST-07288,VULN-020091,THREAT-04622,3.5,9.3,3.26,0.8,0.65,0.2333,871972,0.37,322630,545122,486167,0.21,219557,224168,0.6
RISK-007813,ORG-006,BU-0037,AST-01798,VULN-026177,THREAT-02521,0.3,9.6,0.29,0.31,0.2,0.02,1180352,0.05,59018,95573,87690,0.02,404132,404940,0.22
RISK-007814,ORG-015,BU-0090,AST-07015,VULN-005428,THREAT-03965,1.7,8.2,1.39,0.22,1.08,0.1133,11187668,0.069,771949,2670194,1573007,0.19,901850,918985,1.04
RISK-007815,ORG-017,BU-0103,AST-02285,VULN-018566,THREAT-03654,0.2,5.9,0.12,0.78,0.03,0.0133,13203254,0.033,435707,679947,639691,0.01,1139478,1140617,0.03
RISK-007816,ORG-014,BU-0087,AST-01687,VULN-024409,THREAT-00135,2.0,3.6,0.72,0.4,0.43,0.1333,22143,0.285,6311,12823,10158,0.06,74157,74602,0.46
RISK-007817,ORG-020,BU-0124,AST-02824,VULN-021400,THREAT-00319,2.1,8.8,1.85,0.78,0.41,0.14,93102,0.175,16293,52338,31994,0.15,23291,23640,0.4
RISK-007818,ORG-009,BU-0051,AST-06771,VULN-018335,THREAT-02520,6.0,8.0,4.8,0.39,2.93,0.4,2061182,0.692,1426338,4594096,2804567,0.49,296002,310506,3.14
RISK-007819,ORG-024,BU-0143,AST-06314,VULN-028693,THREAT-01536,2.1,2.6,0.55,0.68,0.18,0.14,3335994,0.314,1047502,1974956,1639989,0.05,1139997,1145697,0.2
RISK-007820,ORG-014,BU-0084,AST-05891,VULN-007173,THREAT-04658,2.3,9.0,2.07,0.63,0.77,0.1533,62347,0.313,19515,58037,36926,0.31,104096,107323,0.73
RISK-007821,ORG-020,BU-0121,AST-09532,VULN-011757,THREAT-04755,1.5,8.3,1.25,0.45,0.69,0.1,294714,0.218,64248,198320,123744,0.14,119233,120902,0.66
RISK-007822,ORG-007,BU-0040,AST-00437,VULN-005573,THREAT-04493,3.9,10,3.9,0.39,2.38,0.26,19353626,0.509,9850996,28224675,18318398,0.72,379858,407208,2.44
RISK-007823,ORG-023,BU-0136,AST-01275,VULN-017358,THREAT-02773,0.6,10,0.6,0.76,0.14,0.04,25365910,0.117,2967811,4517316,4323006,0.08,1175716,1185122,0.13
RISK-007824,ORG-013,BU-0077,AST-04446,VULN-024624,THREAT-01089,3.0,10,3.0,0.69,0.93,0.2,65668173,0.458,30076023,45889452,43842859,0.27,430557,442182,0.99
RISK-007825,ORG-002,BU-0008,AST-07624,VULN-029231,THREAT-02213,2.6,5.5,1.43,0.75,0.36,0.1733,122492,0.435,53284,182674,108086,0.15,311976,316656,0.33
RISK-007826,ORG-011,BU-0068,AST-09420,VULN-027799,THREAT-01017,2.3,10,2.3,0.65,0.8,0.1533,7434742,0.427,3174635,8525902,5732406,0.35,427043,441990,0.84
RISK-007827,ORG-018,BU-0115,AST-06733,VULN-004442,THREAT-04450,4.1,10,4.1,0.59,1.68,0.2733,3670598,0.511,1875676,2921529,2752135,0.32,630077,650239,1.8
RISK-007828,ORG-016,BU-0102,AST-03797,VULN-005817,THREAT-00109,5.0,10,5.0,0.25,3.75,0.3333,77100,0.739,56977,191049,114292,0.43,112603,117445,3.38
RISK-007829,ORG-002,BU-0008,AST-09449,VULN-017733,THREAT-02812,0.8,8.9,0.71,0.85,0.11,0.0533,551899,0.114,62916,139288,104702,0.06,295509,297282,0.12
RISK-007830,ORG-019,BU-0117,AST-02005,VULN-006327,THREAT-02562,1.1,4.0,0.44,0.6,0.18,0.0733,1775293,0.098,173979,549439,338811,0.08,655940,661188,0.18
RISK-007831,ORG-014,BU-0084,AST-09927,VULN-017743,THREAT-04993,6.0,9.1,5.46,0.41,3.22,0.4,258076,0.455,117425,188972,174117,0.4,80924,84161,3.21
RISK-007832,ORG-011,BU-0064,AST-08369,VULN-000665,THREAT-00324,0.2,2.6,0.05,0.76,0.01,0.0133,36847,0.038,1400,3682,2505,0.01,183849,184033,0.01
RISK-007833,ORG-025,BU-0147,AST-02264,VULN-024921,THREAT-04303,2.6,9.2,2.39,0.64,0.86,0.1733,26440,0.339,8963,14347,13267,0.27,144433,148333,0.91
RISK-007834,ORG-013,BU-0076,AST-00908,VULN-013514,THREAT-04038,6.1,3.3,2.01,0.39,1.23,0.4067,345942,0.979,338677,738577,560250,0.19,1478462,1506553,1.17
RISK-007835,ORG-012,BU-0069,AST-00985,VULN-019158,THREAT-01230,4.1,3.5,1.43,0.21,1.13,0.2733,1127980,0.559,630541,954251,916816,0.13,249984,253234,1.19
RISK-007836,ORG-023,BU-0137,AST-08367,VULN-021759,THREAT-03532,3.2,10,3.2,0.62,1.22,0.2133,18938279,0.411,7783633,12765782,11613368,0.35,823062,851869,1.16
RISK-007837,ORG-021,BU-0128,AST-02877,VULN-006425,THREAT-01626,5.9,10,5.9,0.71,1.71,0.3933,803085,0.426,342114,728153,560560,0.8,399960,431957,1.78
