asset_control_id,asset_id,control_id,enabled,coverage_percentage,effectiveness_score,last_verified,configuration_score,control_failure_count,residual_risk
AC-011292,AST-02032,CTRL-0056,True,81,0.57,2026-06-12,0.58,0,0.81
AC-011293,AST-02032,CTRL-0058,True,88,0.62,2026-06-23,0.67,1,0.95
AC-011294,AST-02032,CTRL-0053,True,84,0.52,2026-06-14,0.98,3,0.8
AC-011295,AST-02032,CTRL-0059,True,65,0.54,2026-07-02,0.96,2,1.09
AC-011296,AST-02033,CTRL-0368,True,92,0.98,2026-08-25,0.96,3,0.22
AC-011297,AST-02033,CTRL-0361,True,82,0.77,2026-06-24,0.69,2,0.45
AC-011298,AST-02033,CTRL-0356,True,84,0.77,2026-07-04,0.68,3,0.52
AC-011299,AST-02033,CTRL-0369,True,71,0.41,2026-06-10,0.54,2,1.13
AC-011300,AST-02034,CTRL-0324,True,97,0.84,2026-07-26,0.54,1,1.17
AC-011301,AST-02034,CTRL-0318,True,87,0.77,2026-06-29,0.87,0,1.52
AC-011302,AST-02034,CTRL-0308,True,71,0.57,2026-07-14,0.61,3,2.41
AC-011303,AST-02034,CTRL-0305,False,0,0.0,2026-07-17,0.09,7,5.31
AC-011304,AST-02034,CTRL-0323,True,68,0.39,2026-07-13,0.98,1,2.94
AC-011305,AST-02034,CTRL-0303,True,62,0.88,2026-08-08,0.87,3,1.93
AC-011306,AST-02034,CTRL-0315,True,68,0.6,2026-08-24,0.95,2,3.12
AC-011307,AST-02035,CTRL-0115,False,0,0.0,2026-06-22,0.09,2,1.45
AC-011308,AST-02035,CTRL-0112,False,0,0.0,2026-07-02,0.02,2,1.53
AC-011309,AST-02035,CTRL-0096,True,82,0.81,2026-07-14,0.77,0,0.36
AC-011310,AST-02036,CTRL-0119,False,0,0.0,2026-06-10,0.19,4,3.86
AC-011311,AST-02036,CTRL-0123,False,0,0.0,2026-07-23,0.09,1,4.23
AC-011312,AST-02036,CTRL-0120,False,0,0.0,2026-08-07,0.25,6,4.53
AC-011313,AST-02036,CTRL-0124,False,0,0.0,2026-07-09,0.22,6,3.54
AC-011314,AST-02036,CTRL-0121,True,65,0.86,2026-07-24,0.97,2,1.81
AC-011315,AST-02036,CTRL-0122,False,0,0.0,2026-06-16,0.04,9,3.65
AC-011316,AST-02037,CTRL-0016,True,72,0.33,2026-09-01,0.5,3,7.51
AC-011317,AST-02037,CTRL-0020,True,79,0.59,2026-06-20,0.75,1,5.0
AC-011318,AST-02037,CTRL-0027,True,66,0.6,2026-08-01,0.75,2,6.12
AC-011319,AST-02037,CTRL-0023,False,0,0.0,2026-08-24,0.24,8,7.94
AC-011320,AST-02037,CTRL-0026,True,99,0.83,2026-06-19,0.75,2,0.6
AC-011321,AST-02037,CTRL-0015,True,95,0.72,2026-06-16,0.99,2,2.37
AC-011322,AST-02038,CTRL-0059,True,69,0.57,2026-07-29,0.66,0,4.64
AC-011323,AST-02038,CTRL-0054,False,0,0.0,2026-09-02,0.19,4,6.71
AC-011324,AST-02038,CTRL-0065,True,81,0.36,2026-08-06,0.65,2,6.11
AC-011325,AST-02038,CTRL-0064,True,93,0.32,2026-08-26,0.84,0,5.19
AC-011326,AST-02039,CTRL-0356,True,90,0.85,2026-08-14,0.81,2,2.76
AC-011327,AST-02039,CTRL-0368,True,88,0.89,2026-08-16,0.95,2,1.87
AC-011328,AST-02039,CTRL-0352,False,0,0.0,2026-08-13,0.01,3,8.19
AC-011329,AST-02039,CTRL-0367,True,85,0.41,2026-07-02,0.69,2,5.9
AC-011330,AST-02040,CTRL-0038,True,88,0.41,2026-07-11,0.84,2,2.13
AC-011331,AST-02040,CTRL-0039,True,69,0.68,2026-07-17,0.69,3,1.42
AC-011332,AST-02040,CTRL-0033,True,95,0.71,2026-06-11,0.86,1,0.73
AC-011333,AST-02040,CTRL-0029,True,99,0.42,2026-06-09,0.91,3,1.49
AC-011334,AST-02041,CTRL-0224,False,0,0.0,2026-08-14,0.29,2,8.6
AC-011335,AST-02041,CTRL-0230,False,0,0.0,2026-06-16,0.18,6,8.67
AC-011336,AST-02041,CTRL-0222,True,84,0.57,2026-08-29,0.55,0,4.4
AC-011337,AST-02041,CTRL-0231,False,0,0.0,2026-08-05,0.18,5,9.46
AC-011338,AST-02041,CTRL-0236,True,68,0.52,2026-06-23,0.55,1,6.18
AC-011339,AST-02041,CTRL-0229,True,91,0.35,2026-07-21,0.5,1,6.6
AC-011340,AST-02042,CTRL-0056,True,98,0.63,2026-07-30,0.71,2,1.6
AC-011341,AST-02042,CTRL-0059,True,77,0.57,2026-08-30,0.89,2,2.29
AC-011342,AST-02042,CTRL-0052,False,0,0.0,2026-06-19,0.27,4,4.15
AC-011343,AST-02042,CTRL-0054,False,0,0.0,2026-06-10,0.06,9,4.52
AC-011344,AST-02042,CTRL-0065,True,70,0.29,2026-08-07,0.68,0,3.03
AC-011345,AST-02042,CTRL-0057,True,96,0.65,2026-07-31,0.54,1,1.5
AC-011346,AST-02042,CTRL-0055,True,88,0.75,2026-07-19,0.83,0,1.17
AC-011347,AST-02043,CTRL-0299,True,82,0.34,2026-07-15,0.82,1,6.23
AC-011348,AST-02043,CTRL-0296,True,77,0.68,2026-07-09,0.69,0,4.32
AC-011349,AST-02043,CTRL-0300,True,91,0.71,2026-08-18,0.51,0,4.08
AC-011350,AST-02043,CTRL-0294,True,88,0.68,2026-06-17,0.69,1,3.81
AC-011351,AST-02043,CTRL-0298,False,0,0.0,2026-09-02,0.15,2,9.95
AC-011352,AST-02043,CTRL-0297,True,77,0.9,2026-06-14,0.84,1,2.56
AC-011353,AST-02043,CTRL-0301,False,0,0.0,2026-08-27,0.21,1,10.44
AC-011354,AST-02044,CTRL-0052,False,0,0.0,2026-07-27,0.02,4,4.36
AC-011355,AST-02044,CTRL-0053,True,77,0.51,2026-06-10,0.75,0,2.31
AC-011356,AST-02044,CTRL-0055,True,99,0.76,2026-08-10,0.98,2,0.74
AC-011357,AST-02045,CTRL-0013,False,0,0.0,2026-07-25,0.26,0,1.55
AC-011358,AST-02045,CTRL-0027,True,88,0.65,2026-07-15,0.68,3,0.71
AC-011359,AST-02045,CTRL-0017,True,85,0.59,2026-07-15,0.65,2,0.73
AC-011360,AST-02045,CTRL-0016,True,97,0.29,2026-08-07,0.8,1,1.04
AC-011361,AST-02046,CTRL-0304,True,100,0.48,2026-09-02,0.56,1,3.1
AC-011362,AST-02046,CTRL-0325,False,0,0.0,2026-07-14,0.03,8,6.65
AC-011363,AST-02046,CTRL-0326,True,83,0.65,2026-06-11,0.8,2,2.48
AC-011364,AST-02046,CTRL-0313,True,83,0.4,2026-06-14,0.67,2,3.86
AC-011365,AST-02046,CTRL-0318,True,88,0.73,2026-07-23,0.69,1,2.65
AC-011366,AST-02047,CTRL-0329,False,0,0.0,2026-07-10,0.15,0,8.83
AC-011367,AST-02047,CTRL-0339,False,0,0.0,2026-07-19,0.23,0,8.39
AC-011368,AST-02047,CTRL-0335,False,0,0.0,2026-08-16,0.14,4,9.25
AC-011369,AST-02047,CTRL-0340,True,85,0.49,2026-08-10,0.62,3,4.8
AC-011370,AST-02047,CTRL-0334,True,81,0.56,2026-06-18,0.76,1,4.82
AC-011371,AST-02047,CTRL-0327,True,89,0.57,2026-08-21,0.8,0,3.33
AC-011372,AST-02047,CTRL-0336,True,73,0.77,2026-06-21,0.89,2,3.17
AC-011373,AST-02047,CTRL-0331,True,100,0.93,2026-06-27,0.68,2,0.63
AC-011374,AST-02048,CTRL-0247,True,63,0.52,2026-06-26,0.63,0,4.59
AC-011375,AST-02048,CTRL-0250,True,61,0.69,2026-08-24,0.62,0,3.4
AC-011376,AST-02048,CTRL-0249,True,84,0.69,2026-06-24,0.53,0,3.02
AC-011377,AST-02048,CTRL-0260,True,83,0.76,2026-06-12,0.76,3,2.02
AC-011378,AST-02048,CTRL-0262,False,0,0.0,2026-07-18,0.25,2,7.9
AC-011379,AST-02048,CTRL-0258,False,0,0.0,2026-06-16,0.19,1,6.89
AC-011380,AST-02048,CTRL-0251,True,98,0.7,2026-07-24,0.82,2,1.5
AC-011381,AST-02048,CTRL-0241,True,62,0.62,2026-07-27,0.9,2,4.51
AC-011382,AST-02049,CTRL-0122,False,0,0.0,2026-07-08,0.01,5,3.63
AC-011383,AST-02049,CTRL-0125,False,0,0.0,2026-06-27,0.17,6,4.25
AC-011384,AST-02049,CTRL-0127,True,81,0.63,2026-06-29,0.95,1,2.09
AC-011385,AST-02049,CTRL-0119,False,0,0.0,2026-06-09,0.07,5,3.64
AC-011386,AST-02049,CTRL-0121,True,89,0.79,2026-08-03,0.98,2,1.04
AC-011387,AST-02049,CTRL-0123,False,0,0.0,2026-08-18,0.28,1,4.2
AC-011388,AST-02049,CTRL-0120,False,0,0.0,2026-06-11,0.0,2,4.1
AC-011389,AST-02050,CTRL-0118,False,0,0.0,2026-06-27,0.13,0,7.24
AC-011390,AST-02050,CTRL-0122,False,0,0.0,2026-06-07,0.02,7,7.98
AC-011391,AST-02050,CTRL-0121,True,83,0.78,2026-06-26,0.78,2,2.18
AC-011392,AST-02050,CTRL-0123,False,0,0.0,2026-07-23,0.13,2,7.94
AC-011393,AST-02051,CTRL-0043,True,84,0.67,2026-08-04,0.75,3,3.48
AC-011394,AST-02051,CTRL-0044,True,77,0.86,2026-07-12,0.91,1,2.53
AC-011395,AST-02051,CTRL-0042,True,95,0.85,2026-08-14,0.95,1,0.88
AC-011396,AST-02051,CTRL-0047,True,72,0.68,2026-07-08,0.89,2,4.51
AC-011397,AST-02052,CTRL-0314,True,97,0.57,2026-07-13,0.87,0,3.23
AC-011398,AST-02052,CTRL-0323,True,73,0.37,2026-06-18,0.88,3,4.68
AC-011399,AST-02052,CTRL-0310,True,61,0.87,2026-08-24,0.72,0,2.65
AC-011400,AST-02053,CTRL-0005,True,81,0.31,2026-06-23,0.92,0,6.62
AC-011401,AST-02053,CTRL-0011,False,0,0.0,2026-08-11,0.19,0,7.79
AC-011402,AST-02053,CTRL-0002,False,0,0.0,2026-07-04,0.19,4,8.5
AC-011403,AST-02054,CTRL-0030,True,99,0.41,2026-08-20,0.6,1,2.31
AC-011404,AST-02054,CTRL-0034,True,67,0.82,2026-06-09,0.52,0,1.36
AC-011405,AST-02054,CTRL-0037,True,80,0.99,2026-06-09,0.97,2,1.01
AC-011406,AST-02054,CTRL-0033,True,84,0.69,2026-07-22,0.96,1,1.16
AC-011407,AST-02055,CTRL-0276,True,65,0.68,2026-06-30,0.55,2,0.84
AC-011408,AST-02055,CTRL-0279,False,0,0.0,2026-08-18,0.02,1,1.54
AC-011409,AST-02055,CTRL-0284,False,0,0.0,2026-07-25,0.05,4,1.41
AC-011410,AST-02055,CTRL-0275,True,61,0.66,2026-08-27,0.71,3,0.98
AC-011411,AST-02055,CTRL-0293,True,66,0.76,2026-06-29,0.86,1,0.79
AC-011412,AST-02055,CTRL-0282,False,0,0.0,2026-06-30,0.27,10,1.42
AC-011413,AST-02056,CTRL-0064,True,97,0.39,2026-07-04,0.59,0,5.7
AC-011414,AST-02056,CTRL-0057,True,92,0.69,2026-06-24,0.67,1,3.57
AC-011415,AST-02056,CTRL-0058,True,95,0.57,2026-07-28,0.64,2,4.19
AC-011416,AST-02056,CTRL-0065,True,98,0.35,2026-07-07,0.92,3,7.09
AC-011417,AST-02056,CTRL-0056,True,87,0.59,2026-06-16,0.76,3,4.03
AC-011418,AST-02056,CTRL-0059,True,64,0.55,2026-08-13,0.82,0,6.6
AC-011419,AST-02057,CTRL-0358,True,78,0.43,2026-06-15,0.88,3,1.53
AC-011420,AST-02057,CTRL-0356,True,79,0.83,2026-06-06,0.99,1,0.86
AC-011421,AST-02057,CTRL-0362,True,99,0.69,2026-07-02,0.61,2,0.7
AC-011422,AST-02057,CTRL-0370,True,93,0.58,2026-08-17,0.63,3,0.76
AC-011423,AST-02058,CTRL-0332,True,72,0.58,2026-07-08,0.83,2,1.98
AC-011424,AST-02058,CTRL-0342,False,0,0.0,2026-06-13,0.25,2,3.96
AC-011425,AST-02058,CTRL-0336,True,63,0.91,2026-07-14,0.64,0,1.9
AC-011426,AST-02058,CTRL-0334,True,95,0.6,2026-08-19,0.68,2,1.35
AC-011427,AST-02059,CTRL-0198,True,68,0.57,2026-07-08,0.73,0,2.88
AC-011428,AST-02059,CTRL-0199,True,78,0.55,2026-06-25,0.54,3,1.92
AC-011429,AST-02059,CTRL-0206,True,67,0.73,2026-08-27,0.79,2,2.16
AC-011430,AST-02059,CTRL-0203,True,96,0.72,2026-08-01,0.86,1,1.03
AC-011431,AST-02059,CTRL-0200,True,79,0.81,2026-07-11,0.77,1,1.59
AC-011432,AST-02059,CTRL-0197,True,100,0.49,2026-08-10,0.79,0,2.11
AC-011433,AST-02059,CTRL-0188,True,78,0.77,2026-08-12,0.85,1,1.65
AC-011434,AST-02059,CTRL-0196,True,95,0.4,2026-06-09,0.78,0,2.8
AC-011435,AST-02060,CTRL-0371,True,85,0.8,2026-07-31,0.6,3,0.57
AC-011436,AST-02060,CTRL-0353,True,77,0.65,2026-07-26,0.53,0,0.98
AC-011437,AST-02060,CTRL-0361,True,85,0.81,2026-06-29,0.61,3,0.78
AC-011438,AST-02060,CTRL-0369,True,76,0.44,2026-06-12,0.53,2,1.57
AC-011439,AST-02060,CTRL-0355,False,0,0.0,2026-08-13,0.19,0,2.08
AC-011440,AST-02061,CTRL-0248,False,0,0.0,2026-07-11,0.29,3,6.87
AC-011441,AST-02061,CTRL-0240,True,70,0.76,2026-08-29,0.72,3,3.35
AC-011442,AST-02061,CTRL-0254,False,0,0.0,2026-06-15,0.04,0,8.14
AC-011443,AST-02061,CTRL-0251,True,78,0.77,2026-07-10,0.79,3,2.84
AC-011444,AST-02061,CTRL-0241,True,90,0.52,2026-07-09,0.55,0,3.56
AC-011445,AST-02061,CTRL-0257,True,69,0.63,2026-06-06,0.92,1,3.33
AC-011446,AST-02061,CTRL-0262,False,0,0.0,2026-07-15,0.15,7,7.55
AC-011447,AST-02061,CTRL-0261,True,75,0.68,2026-06-09,0.54,0,4.44
AC-011448,AST-02062,CTRL-0019,True,79,0.75,2026-07-10,0.53,2,3.53
AC-011449,AST-02062,CTRL-0024,True,99,0.6,2026-06-29,0.59,2,2.5
AC-011450,AST-02062,CTRL-0014,True,85,0.66,2026-07-18,0.53,2,2.75
AC-011451,AST-02063,CTRL-0175,False,0,0.0,2026-09-02,0.01,7,1.03
AC-011452,AST-02063,CTRL-0171,False,0,0.0,2026-08-09,0.26,10,1.07
AC-011453,AST-02063,CTRL-0174,True,78,0.81,2026-06-17,0.67,2,0.32
AC-011454,AST-02063,CTRL-0170,False,0,0.0,2026-06-15,0.2,5,1.05
AC-011455,AST-02063,CTRL-0169,True,95,0.62,2026-07-30,0.9,0,0.34
AC-011456,AST-02063,CTRL-0167,False,0,0.0,2026-06-10,0.02,6,0.85
AC-011457,AST-02064,CTRL-0061,False,0,0.0,2026-06-21,0.05,7,7.17
AC-011458,AST-02064,CTRL-0063,True,76,0.79,2026-08-11,0.86,2,2.53
AC-011459,AST-02064,CTRL-0053,True,85,0.62,2026-07-08,0.52,1,3.94
AC-011460,AST-02064,CTRL-0055,True,71,0.71,2026-08-10,0.76,2,3.14
AC-011461,AST-02064,CTRL-0054,False,0,0.0,2026-07-03,0.22,6,7.88
AC-011462,AST-02065,CTRL-0128,False,0,0.0,2026-07-17,0.1,2,6.99
AC-011463,AST-02065,CTRL-0121,True,64,0.84,2026-07-23,0.74,0,2.97
AC-011464,AST-02065,CTRL-0129,True,96,0.37,2026-08-03,0.94,1,3.9
AC-011465,AST-02065,CTRL-0117,False,0,0.0,2026-08-03,0.09,2,6.87
AC-011466,AST-02066,CTRL-0217,True,82,0.35,2026-07-13,0.56,1,4.22
AC-011467,AST-02066,CTRL-0209,True,81,0.43,2026-07-18,0.63,1,3.5
AC-011468,AST-02066,CTRL-0208,True,89,0.47,2026-09-01,0.57,1,3.62
AC-011469,AST-02066,CTRL-0210,True,64,0.86,2026-06-15,0.64,0,2.42
AC-011470,AST-02066,CTRL-0212,True,86,0.36,2026-08-08,0.77,0,3.56
AC-011471,AST-02067,CTRL-0266,True,87,0.63,2026-08-28,0.98,1,1.38
AC-011472,AST-02067,CTRL-0268,True,60,0.86,2026-08-12,0.57,3,1.49
AC-011473,AST-02067,CTRL-0270,True,63,0.94,2026-08-06,0.78,2,1.33
AC-011474,AST-02067,CTRL-0267,True,61,0.36,2026-06-13,0.77,3,2.4
AC-011475,AST-02067,CTRL-0269,False,0,0.0,2026-08-25,0.11,0,2.91
AC-011476,AST-02067,CTRL-0263,False,0,0.0,2026-09-03,0.07,1,3.15
AC-011477,AST-02067,CTRL-0265,True,82,0.94,2026-08-27,0.94,3,0.82
AC-011478,AST-02068,CTRL-0136,True,86,0.51,2026-09-03,0.52,2,2.01
AC-011479,AST-02068,CTRL-0145,True,72,0.63,2026-07-28,0.58,2,1.61
AC-011480,AST-02068,CTRL-0135,False,0,0.0,2026-06-10,0.15,2,3.18
AC-011481,AST-02069,CTRL-0012,True,76,0.68,2026-06-13,0.76,2,4.31
AC-011482,AST-02069,CTRL-0003,False,0,0.0,2026-08-30,0.23,2,8.8
AC-011483,AST-02069,CTRL-0005,True,86,0.33,2026-06-12,0.7,3,7.08
AC-011484,AST-02070,CTRL-0227,True,94,0.84,2026-08-07,0.93,0,1.44
AC-011485,AST-02070,CTRL-0230,False,0,0.0,2026-08-13,0.06,6,10.05
AC-011486,AST-02070,CTRL-0236,True,98,0.48,2026-06-22,0.72,3,4.42
AC-011487,AST-02070,CTRL-0235,True,74,0.67,2026-06-17,0.81,0,4.67
AC-011488,AST-02071,CTRL-0064,True,69,0.39,2026-08-15,0.81,2,1.15
AC-011489,AST-02071,CTRL-0062,True,67,0.78,2026-09-01,0.67,2,0.81
AC-011490,AST-02071,CTRL-0054,False,0,0.0,2026-07-12,0.28,3,1.83
AC-011491,AST-02071,CTRL-0056,True,97,0.64,2026-07-19,0.94,3,0.8
AC-011492,AST-02072,CTRL-0060,False,0,0.0,2026-08-19,0.25,9,6.52
AC-011493,AST-02072,CTRL-0062,True,98,0.7,2026-07-25,0.55,3,1.91
AC-011494,AST-02072,CTRL-0056,True,86,0.62,2026-08-09,0.72,3,2.95
AC-011495,AST-02072,CTRL-0064,True,61,0.36,2026-06-09,0.61,3,4.79
AC-011496,AST-02072,CTRL-0051,True,80,0.46,2026-07-28,0.84,3,3.61
AC-011497,AST-02072,CTRL-0057,True,96,0.68,2026-08-12,0.98,2,2.18
AC-011498,AST-02072,CTRL-0058,True,87,0.58,2026-07-18,0.93,3,2.66
AC-011499,AST-02072,CTRL-0061,False,0,0.0,2026-06-21,0.15,7,6.79
AC-011500,AST-02073,CTRL-0150,True,75,0.41,2026-07-01,0.92,1,3.84
AC-011501,AST-02073,CTRL-0152,False,0,0.0,2026-06-23,0.24,4,5.64
AC-011502,AST-02073,CTRL-0161,False,0,0.0,2026-07-05,0.12,2,6.02
AC-011503,AST-02074,CTRL-0072,False,0,0.0,2026-08-16,0.03,9,1.99
AC-011504,AST-02074,CTRL-0079,False,0,0.0,2026-06-18,0.21,10,1.96
AC-011505,AST-02074,CTRL-0071,True,63,0.63,2026-08-27,0.85,2,1.34
AC-011506,AST-02074,CTRL-0068,False,0,0.0,2026-07-20,0.26,3,2.16
AC-011507,AST-02074,CTRL-0076,True,92,0.93,2026-08-17,0.57,3,0.36
AC-011508,AST-02074,CTRL-0070,True,89,0.94,2026-08-02,0.92,1,0.32
AC-011509,AST-02075,CTRL-0287,True,73,0.78,2026-06-19,0.59,3,4.83
AC-011510,AST-02075,CTRL-0277,True,70,0.4,2026-07-05,0.97,1,5.69
AC-011511,AST-02075,CTRL-0286,True,99,0.38,2026-08-08,0.61,3,6.3
AC-011512,AST-02075,CTRL-0288,True,68,0.62,2026-08-23,0.91,3,4.5
AC-011513,AST-02075,CTRL-0281,False,0,0.0,2026-06-26,0.23,10,9.72
AC-011514,AST-02075,CTRL-0293,True,98,0.86,2026-08-28,0.6,0,2.0
AC-011515,AST-02075,CTRL-0274,False,0,0.0,2026-06-15,0.12,7,9.51
AC-011516,AST-02075,CTRL-0285,True,79,0.4,2026-07-02,0.55,3,6.74
AC-011517,AST-02076,CTRL-0349,True,85,0.87,2026-06-06,0.92,0,1.36
AC-011518,AST-02076,CTRL-0346,True,75,0.33,2026-07-07,0.85,2,4.71
AC-011519,AST-02076,CTRL-0348,True,95,0.54,2026-08-19,0.71,3,3.49
AC-011520,AST-02077,CTRL-0199,True,92,0.68,2026-06-10,0.59,1,3.29
AC-011521,AST-02077,CTRL-0202,True,91,0.88,2026-08-26,0.88,2,2.18
AC-011522,AST-02077,CTRL-0191,True,99,0.77,2026-08-10,0.69,3,2.75
AC-011523,AST-02077,CTRL-0200,True,90,0.7,2026-06-08,0.5,2,2.51
AC-011524,AST-02077,CTRL-0196,True,72,0.39,2026-07-27,0.64,3,6.69
AC-011525,AST-02077,CTRL-0193,False,0,0.0,2026-08-04,0.11,2,9.97
AC-011526,AST-02077,CTRL-0188,True,61,0.78,2026-06-22,0.61,1,4.24
AC-011527,AST-02078,CTRL-0270,True,67,0.8,2026-08-07,0.54,2,3.31
AC-011528,AST-02078,CTRL-0265,True,91,0.97,2026-08-29,0.61,1,1.76
AC-011529,AST-02078,CTRL-0268,True,91,0.73,2026-08-12,0.69,2,2.03
AC-011530,AST-02078,CTRL-0267,True,75,0.4,2026-07-29,0.79,1,5.95
AC-011531,AST-02078,CTRL-0264,False,0,0.0,2026-06-07,0.14,7,7.56
AC-011532,AST-02079,CTRL-0323,True,95,0.4,2026-06-26,0.55,2,3.11
AC-011533,AST-02079,CTRL-0302,True,80,0.91,2026-06-21,0.51,1,1.31
AC-011534,AST-02079,CTRL-0321,True,86,0.82,2026-07-18,0.94,0,1.55
AC-011535,AST-02079,CTRL-0320,True,68,0.93,2026-06-19,0.98,2,2.03
AC-011536,AST-02079,CTRL-0316,True,89,0.69,2026-07-27,0.86,3,1.87
AC-011537,AST-02079,CTRL-0312,False,0,0.0,2026-07-13,0.17,10,4.25
AC-011538,AST-02079,CTRL-0310,True,90,0.79,2026-06-09,0.69,3,1.02
AC-011539,AST-02079,CTRL-0314,True,67,0.55,2026-07-10,0.57,1,2.48
AC-011540,AST-02080,CTRL-0142,True,68,0.57,2026-06-30,0.71,3,0.73
AC-011541,AST-02080,CTRL-0138,True,60,0.72,2026-08-13,0.84,0,0.57
AC-011542,AST-02080,CTRL-0143,False,0,0.0,2026-06-16,0.18,8,1.34
AC-011543,AST-02080,CTRL-0130,False,0,0.0,2026-09-02,0.05,1,1.08
AC-011544,AST-02080,CTRL-0132,False,0,0.0,2026-07-21,0.02,1,1.26
AC-011545,AST-02080,CTRL-0131,True,94,0.32,2026-08-24,0.94,1,0.73
AC-011546,AST-02081,CTRL-0351,True,92,0.82,2026-06-19,0.8,1,0.34
AC-011547,AST-02081,CTRL-0346,True,100,0.29,2026-07-08,0.76,3,1.25
AC-011548,AST-02081,CTRL-0344,True,60,0.59,2026-06-21,0.99,0,1.21
AC-011549,AST-02082,CTRL-0030,True,69,0.44,2026-06-16,0.58,1,1.71
AC-011550,AST-02082,CTRL-0033,True,85,0.73,2026-07-28,0.97,0,0.65
AC-011551,AST-02082,CTRL-0039,True,77,0.67,2026-09-01,0.74,3,0.88
AC-011552,AST-02082,CTRL-0038,True,98,0.38,2026-06-26,0.73,1,1.43
AC-011553,AST-02082,CTRL-0031,False,0,0.0,2026-06-16,0.26,0,2.41
AC-011554,AST-02082,CTRL-0034,True,60,0.86,2026-07-06,0.92,3,1.09
AC-011555,AST-02082,CTRL-0029,True,61,0.44,2026-06-30,0.65,0,1.79
AC-011556,AST-02082,CTRL-0037,True,90,0.82,2026-06-16,0.73,1,0.38
AC-011557,AST-02083,CTRL-0209,True,82,0.47,2026-08-26,0.56,3,5.9
AC-011558,AST-02083,CTRL-0218,False,0,0.0,2026-07-01,0.16,10,9.77
AC-011559,AST-02083,CTRL-0215,False,0,0.0,2026-07-02,0.11,10,8.07
AC-011560,AST-02083,CTRL-0217,True,87,0.35,2026-07-12,0.57,2,5.18
AC-011561,AST-02083,CTRL-0210,True,96,0.88,2026-06-20,0.91,3,1.55
AC-011562,AST-02083,CTRL-0216,True,83,0.27,2026-08-15,0.59,2,5.96
AC-011563,AST-02084,CTRL-0388,True,81,0.91,2026-06-12,0.77,0,2.75
AC-011564,AST-02084,CTRL-0389,True,81,0.72,2026-06-30,0.82,0,3.97
AC-011565,AST-02084,CTRL-0385,True,77,0.85,2026-07-08,0.67,1,2.24
AC-011566,AST-02084,CTRL-0380,False,0,0.0,2026-07-06,0.02,3,6.46
AC-011567,AST-02085,CTRL-0271,True,78,0.63,2026-06-25,0.75,1,2.44
AC-011568,AST-02085,CTRL-0265,True,62,0.82,2026-06-26,0.93,3,2.06
AC-011569,AST-02085,CTRL-0268,True,76,0.76,2026-07-20,0.57,1,1.99
AC-011570,AST-02085,CTRL-0263,False,0,0.0,2026-07-04,0.17,3,4.81
AC-011571,AST-02085,CTRL-0267,True,87,0.35,2026-06-16,0.67,2,3.28
AC-011572,AST-02086,CTRL-0159,False,0,0.0,2026-07-25,0.07,2,2.07
AC-011573,AST-02086,CTRL-0152,False,0,0.0,2026-08-23,0.27,9,1.76
AC-011574,AST-02086,CTRL-0150,True,68,0.36,2026-06-18,0.98,2,1.44
AC-011575,AST-02086,CTRL-0162,True,62,0.66,2026-07-02,0.66,3,1.07
AC-011576,AST-02087,CTRL-0049,True,94,0.46,2026-06-08,0.92,1,0.67
AC-011577,AST-02087,CTRL-0041,True,73,0.59,2026-08-08,0.68,3,0.68
AC-011578,AST-02087,CTRL-0045,True,65,0.28,2026-07-25,0.96,3,1.1
AC-011579,AST-02087,CTRL-0042,True,89,0.81,2026-06-17,0.87,0,0.25
AC-011580,AST-02087,CTRL-0043,True,67,0.66,2026-08-30,0.81,3,0.56
AC-011581,AST-02087,CTRL-0046,True,66,0.52,2026-08-11,0.94,3,0.85
AC-011582,AST-02087,CTRL-0047,True,81,0.74,2026-07-24,0.7,1,0.53
AC-011583,AST-02088,CTRL-0186,True,71,0.86,2026-07-17,0.65,2,2.21
AC-011584,AST-02088,CTRL-0185,True,87,0.32,2026-07-23,0.97,0,4.45
AC-011585,AST-02088,CTRL-0182,True,91,0.64,2026-06-28,0.92,0,2.5
AC-011586,AST-02088,CTRL-0184,False,0,0.0,2026-06-28,0.26,2,6.68
AC-011587,AST-02088,CTRL-0183,True,80,0.28,2026-08-10,0.63,3,4.17
AC-011588,AST-02088,CTRL-0181,True,85,0.29,2026-06-15,0.52,0,3.92
AC-011589,AST-02088,CTRL-0180,True,99,0.43,2026-07-12,0.91,1,2.56
AC-011590,AST-02088,CTRL-0179,True,66,0.81,2026-07-30,0.52,3,2.8
AC-011591,AST-02089,CTRL-0077,False,0,0.0,2026-07-13,0.11,6,2.18
AC-011592,AST-02089,CTRL-0074,True,89,0.85,2026-06-30,0.82,0,0.47
AC-011593,AST-02089,CTRL-0078,True,90,0.66,2026-08-25,0.77,1,0.67
AC-011594,AST-02089,CTRL-0067,True,85,0.45,2026-07-25,0.92,0,1.4
AC-011595,AST-02089,CTRL-0072,False,0,0.0,2026-06-17,0.24,6,1.98
AC-011596,AST-02089,CTRL-0076,True,95,0.8,2026-07-30,0.99,3,0.31
AC-011597,AST-02089,CTRL-0079,False,0,0.0,2026-08-26,0.2,1,1.71
AC-011598,AST-02090,CTRL-0295,False,0,0.0,2026-08-29,0.18,4,3.14
AC-011599,AST-02090,CTRL-0299,True,74,0.38,2026-07-04,0.7,0,2.01
AC-011600,AST-02090,CTRL-0297,True,95,0.98,2026-07-25,0.93,1,0.43
