iam_event_id,organization_id,asset_id,user_count,privileged_user_count,orphan_accounts,inactive_accounts,mfa_enabled_percentage,excessive_privilege_count,failed_login_count,suspicious_login_count,password_policy_score,privileged_access_risk,identity_risk_score
IAM-002792,ORG-010,AST-02792,139,2,4,13,80,0,41,1,0.75,Low,2.0
IAM-002793,ORG-008,AST-02793,16,1,0,1,31,0,16,0,0.3,Low,4.9
IAM-002794,ORG-008,AST-02794,95,5,3,5,37,1,55,1,0.34,Low,5.4
IAM-002795,ORG-014,AST-02795,303,8,7,8,42,6,19,0,0.68,High,7.7
IAM-002796,ORG-006,AST-02796,384,27,18,6,47,9,108,3,0.9,Medium,8.5
IAM-002797,ORG-015,AST-02797,208,9,5,10,49,1,187,24,0.65,Low,7.3
IAM-002798,ORG-008,AST-02798,232,17,0,11,65,5,77,14,0.31,Medium,4.6
IAM-002799,ORG-015,AST-02799,408,2,14,14,79,2,40,7,0.84,High,7.8
IAM-002800,ORG-009,AST-02800,164,11,1,3,86,1,10,2,0.92,Low,1.7
IAM-002801,ORG-025,AST-02801,272,26,13,25,54,21,145,1,0.88,High,8.1
IAM-002802,ORG-016,AST-02802,101,1,3,5,60,1,45,4,0.97,High,6.8
IAM-002803,ORG-019,AST-02803,500,13,5,4,35,2,21,4,0.8,Low,5.7
IAM-002804,ORG-005,AST-02804,307,6,6,27,94,6,108,19,0.93,High,6.1
IAM-002805,ORG-023,AST-02805,108,1,3,8,98,0,194,5,0.45,Low,1.3
IAM-002806,ORG-006,AST-02806,32,2,1,0,91,0,8,1,0.81,Low,1.4
IAM-002807,ORG-007,AST-02807,121,3,1,0,94,2,89,13,0.78,High,3.9
IAM-002808,ORG-013,AST-02808,358,18,13,0,67,14,155,8,0.68,High,7.9
IAM-002809,ORG-021,AST-02809,471,18,20,10,36,10,147,8,0.36,High,10
IAM-002810,ORG-024,AST-02810,100,7,2,9,37,6,101,9,0.6,High,8.5
IAM-002811,ORG-004,AST-02811,352,32,9,9,95,28,76,8,0.7,High,5.8
IAM-002812,ORG-012,AST-02812,65,6,2,6,74,1,78,2,0.32,Low,2.4
IAM-002813,ORG-017,AST-02813,336,33,11,27,88,17,65,7,0.6,High,5.4
IAM-002814,ORG-016,AST-02814,210,1,0,11,79,1,188,35,0.52,High,8.2
IAM-002815,ORG-017,AST-02815,415,16,11,40,99,4,61,3,0.84,Medium,3.7
IAM-002816,ORG-006,AST-02816,124,8,0,0,91,2,165,21,0.52,Low,3.5
IAM-002817,ORG-015,AST-02817,198,9,9,17,77,1,24,1,0.91,Low,3.5
IAM-002818,ORG-012,AST-02818,146,6,7,13,37,4,25,2,0.85,High,7.4
IAM-002819,ORG-025,AST-02819,304,17,2,5,44,13,69,6,0.82,High,6.9
IAM-002820,ORG-015,AST-02820,174,7,2,10,35,3,126,1,0.85,Medium,5.8
IAM-002821,ORG-010,AST-02821,35,3,1,0,74,3,153,28,0.63,High,7.4
IAM-002822,ORG-016,AST-02822,368,19,2,8,78,11,124,23,0.89,High,6.1
IAM-002823,ORG-003,AST-02823,255,22,3,15,93,21,128,23,0.32,High,6.6
IAM-002824,ORG-020,AST-02824,266,13,3,8,84,4,104,5,0.62,Medium,3.3
IAM-002825,ORG-003,AST-02825,54,4,2,3,58,4,32,1,0.49,High,6.7
IAM-002826,ORG-022,AST-02826,73,7,2,2,60,0,135,21,0.52,Low,5.0
IAM-002827,ORG-013,AST-02827,173,1,2,9,81,1,48,9,0.77,High,5.5
IAM-002828,ORG-004,AST-02828,144,10,3,9,91,8,161,28,0.39,High,6.5
IAM-002829,ORG-016,AST-02829,177,17,0,11,67,11,131,2,0.38,High,4.7
IAM-002830,ORG-019,AST-02830,248,11,7,18,95,3,54,7,0.84,Medium,3.6
IAM-002831,ORG-010,AST-02831,395,24,5,2,62,19,111,6,0.54,High,7.0
IAM-002832,ORG-017,AST-02832,79,6,0,2,84,6,11,2,0.6,High,4.4
IAM-002833,ORG-015,AST-02833,426,9,15,23,76,8,73,11,0.89,High,8.7
IAM-002834,ORG-021,AST-02834,261,12,2,0,89,10,196,9,0.55,High,4.5
IAM-002835,ORG-012,AST-02835,74,2,3,0,82,2,164,32,0.35,High,7.5
IAM-002836,ORG-002,AST-02836,25,2,0,0,78,0,187,13,0.95,Low,3.1
IAM-002837,ORG-013,AST-02837,6,1,0,0,99,0,177,7,0.92,Low,1.0
IAM-002838,ORG-007,AST-02838,225,21,3,11,47,15,52,10,0.37,High,7.1
IAM-002839,ORG-007,AST-02839,427,20,8,28,94,3,79,15,0.56,Medium,4.0
IAM-002840,ORG-021,AST-02840,380,3,19,23,75,2,165,18,0.67,High,9.6
IAM-002841,ORG-021,AST-02841,104,2,3,7,100,0,33,0,0.82,Low,0.5
IAM-002842,ORG-024,AST-02842,371,20,13,37,30,3,172,31,0.59,Medium,10
IAM-002843,ORG-004,AST-02843,132,13,4,7,34,6,63,3,0.62,Medium,7.0
IAM-002844,ORG-016,AST-02844,77,1,3,3,98,0,69,7,0.49,Low,1.3
IAM-002845,ORG-013,AST-02845,337,11,0,16,67,8,8,1,0.51,High,4.7
IAM-002846,ORG-009,AST-02846,275,6,5,21,47,6,155,30,0.31,High,10
IAM-002847,ORG-021,AST-02847,125,1,2,2,59,0,7,0,0.56,Low,3.2
IAM-002848,ORG-005,AST-02848,357,12,12,24,58,4,188,37,0.65,Medium,9.7
IAM-002849,ORG-004,AST-02849,6,2,0,0,40,2,90,6,0.34,High,7.1
IAM-002850,ORG-006,AST-02850,403,32,16,30,35,30,183,6,0.51,High,10
IAM-002851,ORG-002,AST-02851,270,26,12,8,59,12,186,17,0.68,Medium,8.6
IAM-002852,ORG-001,AST-02852,340,17,5,13,52,9,176,10,0.84,High,7.2
IAM-002853,ORG-008,AST-02853,98,3,0,3,37,3,110,22,0.72,High,9.2
IAM-002854,ORG-012,AST-02854,295,21,1,10,56,7,96,16,0.68,Medium,6.0
IAM-002855,ORG-002,AST-02855,436,35,10,32,52,11,53,3,0.51,Medium,6.0
IAM-002856,ORG-005,AST-02856,311,24,9,8,64,2,86,17,0.4,Low,6.4
IAM-002857,ORG-003,AST-02857,135,2,6,6,46,2,82,0,0.33,High,7.7
IAM-002858,ORG-012,AST-02858,43,4,0,3,61,3,81,7,0.92,High,5.1
IAM-002859,ORG-019,AST-02859,279,7,4,0,97,5,168,16,0.72,High,4.3
IAM-002860,ORG-024,AST-02860,118,8,0,11,31,3,109,20,0.33,Medium,7.8
IAM-002861,ORG-002,AST-02861,40,1,1,3,67,1,59,3,0.61,High,6.2
IAM-002862,ORG-014,AST-02862,304,22,15,25,81,16,78,14,0.6,High,8.1
IAM-002863,ORG-023,AST-02863,412,21,18,37,91,1,63,12,0.67,Low,5.7
IAM-002864,ORG-004,AST-02864,207,9,0,13,66,0,195,11,0.33,Low,2.9
IAM-002865,ORG-002,AST-02865,140,10,4,10,74,5,190,15,0.43,Medium,5.2
IAM-002866,ORG-025,AST-02866,75,3,1,6,46,3,50,5,0.37,High,7.3
IAM-002867,ORG-014,AST-02867,438,12,15,37,56,8,15,1,0.95,High,8.2
IAM-002868,ORG-002,AST-02868,230,20,11,22,64,3,120,5,0.7,Medium,5.7
IAM-002869,ORG-019,AST-02869,329,32,9,13,89,22,190,24,0.56,High,7.2
IAM-002870,ORG-017,AST-02870,453,26,20,34,87,19,180,1,0.49,High,6.8
IAM-002871,ORG-012,AST-02871,163,10,0,5,75,6,10,0,0.52,High,3.9
IAM-002872,ORG-016,AST-02872,236,8,11,4,92,5,156,15,0.36,High,6.5
IAM-002873,ORG-005,AST-02873,462,16,5,31,96,13,190,22,0.43,High,5.4
IAM-002874,ORG-020,AST-02874,66,2,1,6,41,2,175,19,0.79,High,9.4
IAM-002875,ORG-019,AST-02875,52,5,2,3,65,2,148,6,0.79,Low,4.4
IAM-002876,ORG-019,AST-02876,491,27,18,26,31,16,155,0,0.78,High,9.6
IAM-002877,ORG-021,AST-02877,262,5,10,22,41,0,28,2,0.55,Low,6.2
IAM-002878,ORG-025,AST-02878,116,11,2,8,68,3,176,4,0.82,Medium,3.7
IAM-002879,ORG-007,AST-02879,303,13,15,28,37,8,110,21,0.47,High,10
IAM-002880,ORG-010,AST-02880,61,1,1,4,59,1,83,9,0.78,High,6.8
IAM-002881,ORG-015,AST-02881,141,8,5,14,68,0,11,1,0.76,Low,3.4
IAM-002882,ORG-003,AST-02882,136,5,3,13,71,4,143,8,0.94,High,5.3
IAM-002883,ORG-002,AST-02883,261,15,0,7,64,13,1,1,0.35,High,4.7
IAM-002884,ORG-016,AST-02884,199,17,1,8,53,3,106,20,0.87,Medium,5.9
IAM-002885,ORG-024,AST-02885,130,5,0,3,91,2,88,11,0.63,Low,2.8
IAM-002886,ORG-023,AST-02886,422,26,14,26,31,22,167,4,0.5,High,9.9
IAM-002887,ORG-003,AST-02887,203,13,7,16,54,6,200,37,0.78,Medium,9.7
IAM-002888,ORG-006,AST-02888,125,6,5,3,38,5,115,13,0.56,High,9.1
IAM-002889,ORG-020,AST-02889,474,3,5,2,70,1,84,6,0.91,Low,4.8
IAM-002890,ORG-021,AST-02890,372,25,3,20,49,10,146,6,0.41,Medium,5.7
IAM-002891,ORG-017,AST-02891,498,28,14,21,69,12,22,1,0.76,Medium,5.8
IAM-002892,ORG-007,AST-02892,446,18,5,32,93,10,100,15,0.64,High,4.5
IAM-002893,ORG-020,AST-02893,42,2,2,2,40,2,16,1,0.71,High,7.5
IAM-002894,ORG-008,AST-02894,262,11,4,26,37,1,40,0,0.91,Low,5.7
IAM-002895,ORG-017,AST-02895,382,16,17,18,46,0,41,1,0.44,Low,7.3
IAM-002896,ORG-023,AST-02896,233,13,7,5,37,12,109,6,0.75,High,8.5
IAM-002897,ORG-025,AST-02897,400,22,18,6,37,11,101,12,0.49,Medium,10
IAM-002898,ORG-016,AST-02898,348,1,4,6,76,1,170,17,0.38,High,7.1
IAM-002899,ORG-023,AST-02899,207,8,7,17,49,2,114,10,0.37,Low,6.1
IAM-002900,ORG-025,AST-02900,276,6,10,6,77,6,69,8,0.38,High,7.7
IAM-002901,ORG-008,AST-02901,482,6,3,23,99,6,156,10,0.45,High,4.5
IAM-002902,ORG-010,AST-02902,154,4,1,2,63,0,136,2,0.92,Low,3.3
IAM-002903,ORG-009,AST-02903,233,23,8,2,73,15,46,1,0.7,High,5.7
IAM-002904,ORG-013,AST-02904,481,36,10,14,66,36,80,15,0.74,High,8.7
IAM-002905,ORG-001,AST-02905,215,9,8,8,82,0,147,15,0.53,Low,3.9
IAM-002906,ORG-005,AST-02906,131,7,2,7,52,0,108,21,0.5,Low,5.8
IAM-002907,ORG-012,AST-02907,148,8,2,12,99,5,92,7,0.86,High,3.0
IAM-002908,ORG-007,AST-02908,126,4,6,8,68,4,30,5,0.51,High,6.5
IAM-002909,ORG-013,AST-02909,354,33,13,30,69,19,153,27,0.36,High,8.8
IAM-002910,ORG-001,AST-02910,133,12,3,0,95,5,85,12,0.59,Medium,3.3
IAM-002911,ORG-011,AST-02911,69,3,2,5,85,3,189,22,0.63,High,6.5
IAM-002912,ORG-006,AST-02912,493,49,9,24,86,36,149,6,0.6,High,5.0
IAM-002913,ORG-011,AST-02913,309,23,15,30,50,6,189,35,0.52,Medium,10
IAM-002914,ORG-002,AST-02914,248,12,12,24,91,3,165,0,0.86,Medium,3.8
IAM-002915,ORG-012,AST-02915,70,3,1,3,79,0,60,0,0.79,Low,1.3
IAM-002916,ORG-017,AST-02916,137,1,5,6,50,1,199,23,0.52,High,9.6
IAM-002917,ORG-020,AST-02917,8,2,0,0,50,1,53,7,0.73,Low,5.1
IAM-002918,ORG-017,AST-02918,278,1,4,21,61,1,47,7,0.68,High,7.6
IAM-002919,ORG-014,AST-02919,27,2,1,1,95,1,198,20,0.44,Low,3.6
IAM-002920,ORG-012,AST-02920,322,8,15,22,80,7,34,3,0.42,High,7.3
IAM-002921,ORG-014,AST-02921,9,1,0,0,40,0,9,0,0.75,Low,4.3
IAM-002922,ORG-023,AST-02922,486,42,8,42,36,4,192,24,0.41,Medium,8.7
IAM-002923,ORG-021,AST-02923,179,7,7,15,56,3,194,2,0.49,Medium,5.9
IAM-002924,ORG-001,AST-02924,276,24,6,9,42,7,61,9,0.62,Medium,6.4
IAM-002925,ORG-019,AST-02925,491,37,5,16,76,7,128,25,0.85,Medium,6.0
IAM-002926,ORG-013,AST-02926,159,11,7,2,31,7,126,20,0.69,High,10
IAM-002927,ORG-009,AST-02927,56,1,0,2,31,0,14,1,0.77,Low,4.7
IAM-002928,ORG-024,AST-02928,187,9,9,17,88,0,83,11,0.31,Low,4.2
IAM-002929,ORG-024,AST-02929,234,13,11,15,87,3,96,7,0.42,Medium,4.4
IAM-002930,ORG-025,AST-02930,273,13,4,17,71,13,103,19,0.68,High,8.0
IAM-002931,ORG-023,AST-02931,500,38,17,49,100,15,99,13,0.95,Medium,5.8
IAM-002932,ORG-016,AST-02932,392,37,17,10,57,17,195,22,0.79,Medium,10
IAM-002933,ORG-012,AST-02933,68,1,3,5,59,1,54,2,0.49,High,6.8
IAM-002934,ORG-022,AST-02934,130,7,1,12,57,4,99,7,0.53,High,5.4
IAM-002935,ORG-017,AST-02935,313,23,0,4,34,9,53,7,0.87,Medium,5.9
IAM-002936,ORG-016,AST-02936,276,17,6,3,100,11,11,1,0.97,High,2.9
IAM-002937,ORG-020,AST-02937,141,2,2,3,38,1,153,22,0.52,Low,8.5
IAM-002938,ORG-013,AST-02938,154,4,4,13,34,1,193,17,0.92,Low,7.9
IAM-002939,ORG-017,AST-02939,413,16,9,0,38,0,109,2,0.81,Low,5.7
IAM-002940,ORG-025,AST-02940,500,7,11,32,93,1,112,6,0.56,Low,3.8
IAM-002941,ORG-001,AST-02941,57,2,0,0,94,1,164,6,0.36,Low,2.1
IAM-002942,ORG-015,AST-02942,327,2,14,28,99,1,163,14,0.6,Low,5.9
IAM-002943,ORG-012,AST-02943,171,3,2,8,67,1,183,33,0.91,Low,6.8
IAM-002944,ORG-015,AST-02944,190,14,6,11,80,14,29,3,0.43,High,5.9
IAM-002945,ORG-024,AST-02945,339,14,10,12,63,9,137,4,0.73,High,7.2
IAM-002946,ORG-018,AST-02946,305,25,1,0,47,22,32,5,0.59,High,6.4
IAM-002947,ORG-001,AST-02947,230,16,0,8,94,11,127,7,0.63,High,2.8
IAM-002948,ORG-018,AST-02948,475,8,23,29,59,4,16,2,0.79,Medium,8.9
IAM-002949,ORG-013,AST-02949,164,3,0,10,33,0,85,9,0.34,Low,5.8
IAM-002950,ORG-016,AST-02950,497,7,1,42,49,0,99,15,0.85,Low,5.3
IAM-002951,ORG-024,AST-02951,252,18,9,16,96,14,144,26,0.82,High,7.5
IAM-002952,ORG-005,AST-02952,398,38,13,17,45,38,142,18,0.88,High,10
IAM-002953,ORG-016,AST-02953,473,11,12,31,89,4,7,1,0.46,Medium,4.6
IAM-002954,ORG-003,AST-02954,121,3,4,9,89,2,67,1,0.37,High,3.2
IAM-002955,ORG-018,AST-02955,222,2,11,20,42,2,34,4,0.85,High,9.0
IAM-002956,ORG-017,AST-02956,293,23,0,22,70,15,61,1,0.45,High,3.9
IAM-002957,ORG-023,AST-02957,388,4,19,0,49,0,48,8,0.57,Low,7.6
IAM-002958,ORG-004,AST-02958,325,15,16,26,36,6,190,37,0.52,Medium,10
IAM-002959,ORG-017,AST-02959,228,7,4,22,46,0,109,10,0.57,Low,4.9
IAM-002960,ORG-002,AST-02960,21,1,0,0,86,0,82,15,0.71,Low,2.6
IAM-002961,ORG-019,AST-02961,135,2,2,8,80,0,140,1,0.87,Low,1.7
IAM-002962,ORG-017,AST-02962,18,1,0,0,97,1,30,2,0.59,High,3.2
IAM-002963,ORG-003,AST-02963,48,4,1,4,30,0,91,6,0.62,Low,5.5
IAM-002964,ORG-009,AST-02964,211,13,7,17,74,8,168,26,0.42,High,8.0
IAM-002965,ORG-010,AST-02965,262,26,9,7,37,23,39,5,0.75,High,8.8
IAM-002966,ORG-022,AST-02966,37,3,0,2,58,0,119,2,0.76,Low,3.2
IAM-002967,ORG-018,AST-02967,472,44,6,16,55,7,165,10,0.67,Medium,5.6
IAM-002968,ORG-024,AST-02968,478,4,14,23,92,2,99,9,0.73,Low,5.3
IAM-002969,ORG-024,AST-02969,483,24,18,14,80,11,33,3,0.59,Medium,6.8
IAM-002970,ORG-021,AST-02970,498,10,14,33,98,7,162,20,0.89,High,7.1
IAM-002971,ORG-013,AST-02971,372,25,8,32,30,4,0,1,0.53,Medium,7.0
IAM-002972,ORG-025,AST-02972,240,22,6,22,61,0,61,3,0.67,Low,4.2
IAM-002973,ORG-021,AST-02973,221,7,6,22,64,1,64,9,0.9,Low,5.1
IAM-002974,ORG-002,AST-02974,8,2,0,0,74,0,110,4,0.69,Low,2.1
IAM-002975,ORG-024,AST-02975,32,3,0,3,80,0,180,16,0.75,Low,2.8
IAM-002976,ORG-015,AST-02976,368,35,8,3,56,32,110,21,0.58,High,9.3
IAM-002977,ORG-001,AST-02977,258,25,4,9,80,7,134,21,0.56,Medium,4.7
IAM-002978,ORG-016,AST-02978,47,1,0,3,96,0,49,1,0.45,Low,0.6
IAM-002979,ORG-020,AST-02979,6,2,0,0,60,2,69,5,0.36,High,6.5
IAM-002980,ORG-023,AST-02980,476,22,11,42,35,14,56,8,0.61,High,9.2
IAM-002981,ORG-014,AST-02981,417,34,14,16,54,4,76,8,0.53,Medium,7.0
IAM-002982,ORG-025,AST-02982,224,21,3,10,62,2,130,17,0.48,Low,5.2
IAM-002983,ORG-002,AST-02983,102,3,4,10,99,2,167,22,0.87,High,5.1
IAM-002984,ORG-010,AST-02984,249,3,9,11,59,1,49,5,0.36,Low,6.4
IAM-002985,ORG-008,AST-02985,199,13,5,17,88,11,123,17,0.76,High,6.5
IAM-002986,ORG-022,AST-02986,237,4,5,16,76,0,185,33,0.63,Low,5.9
IAM-002987,ORG-003,AST-02987,107,5,3,6,92,2,46,2,0.82,Low,2.8
IAM-002988,ORG-011,AST-02988,413,32,15,24,97,20,124,10,0.38,High,6.1
IAM-002989,ORG-006,AST-02989,397,22,13,8,62,10,149,10,0.33,Medium,7.4
IAM-002990,ORG-001,AST-02990,49,2,1,0,69,2,76,0,0.7,High,5.7
IAM-002991,ORG-009,AST-02991,244,14,7,20,65,2,54,1,0.54,Low,4.6
IAM-002992,ORG-018,AST-02992,28,2,1,2,44,1,114,12,0.42,Low,6.4
IAM-002993,ORG-012,AST-02993,197,4,5,8,47,0,66,7,0.47,Low,5.3
IAM-002994,ORG-001,AST-02994,359,16,4,31,69,4,190,15,0.98,Medium,5.1
IAM-002995,ORG-019,AST-02995,297,18,12,8,65,9,44,6,0.66,Medium,6.7
IAM-002996,ORG-012,AST-02996,283,27,12,4,39,17,181,36,0.88,High,10
IAM-002997,ORG-009,AST-02997,424,8,17,16,87,0,121,0,0.68,Low,3.9
IAM-002998,ORG-012,AST-02998,21,1,1,1,79,1,10,0,0.61,High,4.9
IAM-002999,ORG-015,AST-02999,465,5,22,40,66,4,103,2,0.94,High,9.0
IAM-003000,ORG-003,AST-03000,222,22,8,6,30,9,183,33,0.41,Medium,10
IAM-003001,ORG-009,AST-03001,180,12,7,2,66,6,164,5,0.7,Medium,6.1
IAM-003002,ORG-002,AST-03002,322,23,1,25,41,13,82,13,0.62,High,6.8
IAM-003003,ORG-017,AST-03003,301,18,5,2,65,15,135,24,0.66,High,8.2
IAM-003004,ORG-008,AST-03004,48,2,2,0,99,0,151,11,0.51,Low,1.4
IAM-003005,ORG-020,AST-03005,346,26,14,19,30,25,138,27,0.83,High,10
IAM-003006,ORG-005,AST-03006,486,26,4,14,58,0,163,22,0.49,Low,5.4
IAM-003007,ORG-021,AST-03007,57,3,1,4,87,0,107,15,0.56,Low,2.6
IAM-003008,ORG-019,AST-03008,406,37,20,30,62,26,168,3,0.6,High,9.0
IAM-003009,ORG-014,AST-03009,150,6,7,10,77,3,189,13,0.51,Medium,6.0
IAM-003010,ORG-006,AST-03010,324,5,3,12,93,0,12,0,0.51,Low,0.8
IAM-003011,ORG-019,AST-03011,266,25,9,26,66,24,42,8,0.86,High,7.3
IAM-003012,ORG-003,AST-03012,225,1,3,12,96,1,117,14,0.34,High,4.9
IAM-003013,ORG-008,AST-03013,210,13,3,17,79,10,62,5,0.95,High,4.5
IAM-003014,ORG-013,AST-03014,206,19,2,15,74,0,196,39,0.94,Low,6.3
IAM-003015,ORG-010,AST-03015,399,10,5,3,95,0,185,7,0.53,Low,2.5
IAM-003016,ORG-003,AST-03016,477,39,5,47,68,13,90,3,0.74,Medium,4.0
IAM-003017,ORG-003,AST-03017,301,23,7,0,74,9,188,18,0.92,Medium,5.9
IAM-003018,ORG-022,AST-03018,452,45,21,33,51,3,60,12,0.81,Medium,9.2
IAM-003019,ORG-007,AST-03019,236,14,9,12,46,3,155,24,0.48,Medium,8.1
IAM-003020,ORG-012,AST-03020,472,38,1,32,78,4,9,0,0.77,Medium,1.8
IAM-003021,ORG-009,AST-03021,392,11,4,23,73,7,2,1,0.33,High,4.4
IAM-003022,ORG-010,AST-03022,413,18,0,0,33,13,7,1,0.91,High,6.9
IAM-003023,ORG-008,AST-03023,102,8,5,2,48,8,164,5,0.44,High,8.1
IAM-003024,ORG-007,AST-03024,479,16,16,41,79,13,133,21,0.9,High,8.8
IAM-003025,ORG-018,AST-03025,357,20,2,17,55,12,143,2,0.53,High,5.3
IAM-003026,ORG-014,AST-03026,459,31,6,45,35,8,164,16,0.53,Medium,7.5
IAM-003027,ORG-008,AST-03027,312,8,2,25,83,2,76,10,0.98,Low,3.3
IAM-003028,ORG-020,AST-03028,149,8,3,7,51,1,162,31,0.84,Low,7.1
IAM-003029,ORG-018,AST-03029,210,5,10,21,46,3,63,1,0.45,High,7.9
IAM-003030,ORG-014,AST-03030,455,15,5,28,47,7,116,8,0.49,Medium,6.7
IAM-003031,ORG-025,AST-03031,261,13,9,3,94,13,153,28,0.6,High,7.6
IAM-003032,ORG-016,AST-03032,305,7,3,26,81,6,33,2,0.42,High,4.3
IAM-003033,ORG-017,AST-03033,350,3,13,19,91,2,67,6,0.44,High,6.1
IAM-003034,ORG-005,AST-03034,285,25,11,5,35,16,139,3,0.71,High,9.1
IAM-003035,ORG-003,AST-03035,303,20,11,21,33,20,109,3,0.76,High,10
IAM-003036,ORG-025,AST-03036,437,10,10,13,73,9,52,8,0.99,High,7.2
IAM-003037,ORG-011,AST-03037,181,13,1,0,66,6,43,3,0.88,Medium,4.4
IAM-003038,ORG-019,AST-03038,475,32,23,15,56,11,83,3,0.96,Medium,9.2
IAM-003039,ORG-024,AST-03039,359,28,16,24,47,25,160,21,0.62,High,10
IAM-003040,ORG-021,AST-03040,193,4,8,16,88,0,48,4,0.59,Low,2.8
IAM-003041,ORG-013,AST-03041,340,26,6,12,83,11,117,20,0.62,Medium,5.9
IAM-003042,ORG-003,AST-03042,306,20,15,21,67,2,9,0,0.99,Low,5.9
IAM-003043,ORG-016,AST-03043,446,37,5,7,37,37,11,1,0.51,High,8.4
IAM-003044,ORG-019,AST-03044,76,1,1,4,43,0,44,0,0.88,Low,4.5
IAM-003045,ORG-022,AST-03045,147,5,1,10,67,3,106,18,0.57,High,5.6
IAM-003046,ORG-013,AST-03046,489,29,23,21,81,12,135,7,0.58,Medium,8.0
IAM-003047,ORG-003,AST-03047,443,28,16,28,44,18,32,4,0.93,High,9.6
IAM-003048,ORG-024,AST-03048,480,11,16,4,57,2,166,11,0.36,Low,8.0
IAM-003049,ORG-011,AST-03049,364,35,10,15,87,6,63,8,0.5,Medium,4.4
IAM-003050,ORG-012,AST-03050,106,2,3,4,86,2,82,8,0.94,High,5.2
IAM-003051,ORG-024,AST-03051,353,14,3,0,32,1,153,21,0.62,Low,7.8
IAM-003052,ORG-023,AST-03052,131,3,6,5,43,0,8,0,0.39,Low,5.5
IAM-003053,ORG-025,AST-03053,273,23,8,26,34,23,54,2,0.55,High,8.8
IAM-003054,ORG-024,AST-03054,484,2,2,14,98,0,158,5,0.64,Low,1.3
IAM-003055,ORG-025,AST-03055,435,8,14,35,45,2,98,14,0.84,Low,8.8
IAM-003056,ORG-013,AST-03056,296,1,11,13,32,1,137,9,0.66,High,10
IAM-003057,ORG-010,AST-03057,363,31,10,32,69,8,43,0,0.68,Medium,5.0
IAM-003058,ORG-007,AST-03058,452,19,4,39,32,10,68,7,0.73,High,7.4
IAM-003059,ORG-017,AST-03059,75,7,3,0,37,0,102,16,0.47,Low,6.7
IAM-003060,ORG-015,AST-03060,122,2,2,1,62,2,148,9,0.61,High,6.6
IAM-003061,ORG-005,AST-03061,421,15,10,18,61,9,65,3,0.76,High,6.6
IAM-003062,ORG-016,AST-03062,261,14,9,25,71,9,167,29,0.86,High,8.3
IAM-003063,ORG-016,AST-03063,296,29,10,3,63,22,189,16,0.75,High,8.4
IAM-003064,ORG-016,AST-03064,313,11,0,7,83,3,180,2,0.66,Medium,1.9
IAM-003065,ORG-007,AST-03065,325,12,7,11,55,0,12,1,0.61,Low,4.7
IAM-003066,ORG-009,AST-03066,229,12,10,18,34,6,152,5,0.74,Medium,8.0
IAM-003067,ORG-008,AST-03067,385,29,10,37,68,15,45,3,0.43,High,5.6
IAM-003068,ORG-017,AST-03068,468,23,11,39,99,3,176,8,0.99,Medium,3.2
IAM-003069,ORG-003,AST-03069,231,4,1,18,74,2,60,2,0.65,Low,4.1
IAM-003070,ORG-023,AST-03070,118,4,2,3,66,2,108,7,0.47,Low,4.4
IAM-003071,ORG-002,AST-03071,57,2,1,5,95,1,57,0,0.64,Low,1.5
IAM-003072,ORG-024,AST-03072,248,3,4,6,56,1,14,2,0.53,Low,4.7
IAM-003073,ORG-003,AST-03073,69,3,3,5,77,2,84,0,0.4,High,4.3
IAM-003074,ORG-021,AST-03074,51,5,1,0,59,1,24,1,0.81,Low,4.1
IAM-003075,ORG-017,AST-03075,27,2,1,0,80,1,103,13,0.79,Low,4.3
IAM-003076,ORG-024,AST-03076,386,21,2,1,82,4,16,1,0.64,Medium,2.0
IAM-003077,ORG-016,AST-03077,127,2,2,1,41,0,57,4,0.98,Low,5.0
IAM-003078,ORG-005,AST-03078,150,9,0,5,93,8,115,17,0.9,High,5.0
IAM-003079,ORG-024,AST-03079,248,24,9,1,51,1,47,5,0.57,Low,5.8
IAM-003080,ORG-005,AST-03080,446,32,12,10,36,12,106,10,0.93,Medium,8.8
IAM-003081,ORG-022,AST-03081,337,15,5,32,41,15,129,22,0.96,High,10
IAM-003082,ORG-006,AST-03082,283,27,1,17,83,22,152,6,0.8,High,4.6
IAM-003083,ORG-009,AST-03083,112,10,2,4,61,4,119,20,0.88,Medium,6.1
IAM-003084,ORG-018,AST-03084,364,9,10,21,34,6,10,2,0.62,High,8.2
IAM-003085,ORG-024,AST-03085,168,14,4,2,49,14,18,0,0.7,High,7.1
IAM-003086,ORG-003,AST-03086,479,8,16,20,89,3,1,1,0.61,Medium,5.1
IAM-003087,ORG-015,AST-03087,290,10,14,4,90,1,110,20,0.47,Low,5.4
IAM-003088,ORG-002,AST-03088,27,1,0,1,82,1,74,12,0.44,High,5.4
IAM-003089,ORG-025,AST-03089,353,5,3,13,61,3,72,14,0.93,High,6.1
IAM-003090,ORG-003,AST-03090,416,9,0,3,33,7,131,22,0.66,High,8.6
IAM-003091,ORG-011,AST-03091,486,31,19,21,65,1,102,7,0.7,Low,6.9
IAM-003092,ORG-001,AST-03092,424,12,9,29,99,1,150,12,0.97,Low,3.3
IAM-003093,ORG-007,AST-03093,78,5,2,5,72,1,186,37,0.36,Low,6.5
IAM-003094,ORG-003,AST-03094,482,22,9,22,96,18,125,19,0.56,High,6.8
IAM-003095,ORG-006,AST-03095,381,19,2,22,72,17,66,2,0.56,High,5.6
