mapping_id,organization_id,control_id,framework,framework_function,framework_category,requirement_id,compliance_status,evidence_available,evidence_quality,gap_score
CMAP-001005,ORG-022,CTRL-0337,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-11,Compliant,True,Moderate,0
CMAP-001006,ORG-022,CTRL-0338,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-50,Partially Compliant,True,Moderate,0.66
CMAP-001007,ORG-022,CTRL-0338,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-27,Partially Compliant,True,Weak,0.84
CMAP-001008,ORG-022,CTRL-0338,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -40,Non-Compliant,False,None,0.5
CMAP-001009,ORG-022,CTRL-0338,CIS Controls,CIS,CIS 8 Audit Logs,CIS -44,Partially Compliant,True,Strong,0.56
CMAP-001010,ORG-022,CTRL-0339,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -16,Partially Compliant,True,Moderate,0.85
CMAP-001011,ORG-022,CTRL-0339,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-49,Non-Compliant,False,None,0.55
CMAP-001012,ORG-022,CTRL-0339,CIS Controls,CIS,CIS 8 Audit Logs,CIS -9,Partially Compliant,True,Strong,0.87
CMAP-001013,ORG-022,CTRL-0339,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-34,Partially Compliant,False,None,0.34
CMAP-001014,ORG-022,CTRL-0340,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-50,Non-Compliant,False,None,0.68
CMAP-001015,ORG-022,CTRL-0340,NIST Cybersecurity Framework,Recover,Recover,NIST-45,Non-Compliant,False,None,0.23
CMAP-001016,ORG-022,CTRL-0340,CIS Controls,CIS,CIS 6 Access Control,CIS -46,Partially Compliant,True,Moderate,0.44
CMAP-001017,ORG-022,CTRL-0341,RBI Cyber Security Framework,Governance,Governance,RBI -48,Compliant,True,Strong,0
CMAP-001018,ORG-022,CTRL-0341,ISO/IEC 27001,A.6,A.6 Organization,ISO/-45,Compliant,True,Strong,0
CMAP-001019,ORG-022,CTRL-0341,NIST Cybersecurity Framework,Recover,Recover,NIST-29,Compliant,True,Moderate,0
CMAP-001020,ORG-022,CTRL-0341,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -7,Compliant,True,Moderate,0
CMAP-001021,ORG-022,CTRL-0342,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-25,Non-Compliant,False,None,0.65
CMAP-001022,ORG-022,CTRL-0342,RBI Cyber Security Framework,Network,Network Security,RBI -38,Non-Compliant,False,None,0.53
CMAP-001023,ORG-022,CTRL-0342,CIS Controls,CIS,CIS 6 Access Control,CIS -45,Non-Compliant,False,None,0.49
CMAP-001024,ORG-022,CTRL-0342,NIST Cybersecurity Framework,Detect,Detect,NIST-32,Partially Compliant,True,Moderate,0.74
CMAP-001025,ORG-022,CTRL-0343,ISO/IEC 27001,A.12,A.12 Operations Security,ISO/-9,Partially Compliant,False,None,0.23
CMAP-001026,ORG-022,CTRL-0343,NIST Cybersecurity Framework,Protect,Protect,NIST-43,Partially Compliant,False,None,0.76
CMAP-001027,ORG-022,CTRL-0343,CIS Controls,CIS,CIS 11 Data Recovery,CIS -19,Non-Compliant,False,None,0.52
CMAP-001028,ORG-023,CTRL-0344,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -10,Compliant,True,Weak,0
CMAP-001029,ORG-023,CTRL-0344,RBI Cyber Security Framework,Governance,Governance,RBI -45,Compliant,True,Moderate,0
CMAP-001030,ORG-023,CTRL-0344,NIST Cybersecurity Framework,Detect,Detect,NIST-24,Compliant,True,Strong,0
CMAP-001031,ORG-023,CTRL-0344,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-40,Compliant,True,Weak,0
CMAP-001032,ORG-023,CTRL-0345,ISO/IEC 27001,A.5,A.5 Policies,ISO/-23,Partially Compliant,False,None,0.86
CMAP-001033,ORG-023,CTRL-0345,NIST Cybersecurity Framework,Protect,Protect,NIST-9,Partially Compliant,True,Weak,0.73
CMAP-001034,ORG-023,CTRL-0345,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -14,Partially Compliant,False,None,0.58
CMAP-001035,ORG-023,CTRL-0346,ISO/IEC 27001,A.5,A.5 Policies,ISO/-50,Non-Compliant,False,None,0.83
CMAP-001036,ORG-023,CTRL-0346,RBI Cyber Security Framework,Access,Access Control,RBI -2,Partially Compliant,True,Weak,0.44
CMAP-001037,ORG-023,CTRL-0347,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -14,Compliant,True,Weak,0
CMAP-001038,ORG-023,CTRL-0347,NIST Cybersecurity Framework,Detect,Detect,NIST-36,Compliant,True,Weak,0
CMAP-001039,ORG-023,CTRL-0348,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-38,Partially Compliant,True,Weak,0.86
CMAP-001040,ORG-023,CTRL-0348,ISO/IEC 27001,A.13,A.13 Comms Security,ISO/-43,Partially Compliant,True,Weak,0.21
CMAP-001041,ORG-023,CTRL-0349,RBI Cyber Security Framework,Access,Access Control,RBI -38,Compliant,True,Strong,0
CMAP-001042,ORG-023,CTRL-0349,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -14,Compliant,True,Strong,0
CMAP-001043,ORG-023,CTRL-0350,CIS Controls,CIS,CIS 4 Secure Config,CIS -24,Non-Compliant,False,None,0.31
CMAP-001044,ORG-023,CTRL-0350,NIST Cybersecurity Framework,Respond,Respond,NIST-40,Partially Compliant,True,Strong,0.33
CMAP-001045,ORG-023,CTRL-0351,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -27,Compliant,True,Strong,0
CMAP-001046,ORG-023,CTRL-0351,ISO/IEC 27001,A.17,A.17 BCM,ISO/-6,Compliant,True,Weak,0
CMAP-001047,ORG-023,CTRL-0351,NIST Cybersecurity Framework,Respond,Respond,NIST-30,Compliant,True,Weak,0
CMAP-001048,ORG-024,CTRL-0352,RBI Cyber Security Framework,Access,Access Control,RBI -32,Partially Compliant,False,None,0.83
CMAP-001049,ORG-024,CTRL-0352,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -49,Partially Compliant,False,None,0.73
CMAP-001050,ORG-024,CTRL-0352,ISO/IEC 27001,A.6,A.6 Organization,ISO/-7,Partially Compliant,True,Moderate,0.7
CMAP-001051,ORG-024,CTRL-0352,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-4,Partially Compliant,True,Weak,0.35
CMAP-001052,ORG-024,CTRL-0353,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -44,Compliant,True,Weak,0
CMAP-001053,ORG-024,CTRL-0353,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -9,Compliant,True,Weak,0
CMAP-001054,ORG-024,CTRL-0353,ISO/IEC 27001,A.13,A.13 Comms Security,ISO/-30,Compliant,True,Weak,0
CMAP-001055,ORG-024,CTRL-0353,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-27,Compliant,True,Moderate,0
CMAP-001056,ORG-024,CTRL-0354,RBI Cyber Security Framework,Governance,Governance,RBI -31,Non-Compliant,False,None,0.51
CMAP-001057,ORG-024,CTRL-0354,ISO/IEC 27001,A.8,A.8 Asset Mgmt,ISO/-7,Partially Compliant,False,None,0.7
CMAP-001058,ORG-024,CTRL-0355,NIST Cybersecurity Framework,Detect,Detect,NIST-29,Non-Compliant,False,None,0.44
CMAP-001059,ORG-024,CTRL-0355,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -38,Non-Compliant,False,None,0.23
CMAP-001060,ORG-024,CTRL-0355,CIS Controls,CIS,CIS 4 Secure Config,CIS -50,Non-Compliant,False,None,0.62
CMAP-001061,ORG-024,CTRL-0356,NIST Cybersecurity Framework,Identify,Identify,NIST-3,Compliant,True,Weak,0
CMAP-001062,ORG-024,CTRL-0356,ISO/IEC 27001,A.6,A.6 Organization,ISO/-37,Compliant,True,Strong,0
CMAP-001063,ORG-024,CTRL-0356,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -3,Compliant,True,Strong,0
CMAP-001064,ORG-024,CTRL-0356,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-41,Compliant,True,Weak,0
CMAP-001065,ORG-024,CTRL-0357,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -41,Partially Compliant,True,Weak,0.65
CMAP-001066,ORG-024,CTRL-0357,NIST Cybersecurity Framework,Protect,Protect,NIST-8,Partially Compliant,True,Weak,0.21
CMAP-001067,ORG-024,CTRL-0357,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -11,Partially Compliant,False,None,0.21
CMAP-001068,ORG-024,CTRL-0357,ISO/IEC 27001,A.6,A.6 Organization,ISO/-21,Non-Compliant,False,None,0.33
CMAP-001069,ORG-024,CTRL-0358,RBI Cyber Security Framework,Access,Access Control,RBI -50,Non-Compliant,False,None,0.68
CMAP-001070,ORG-024,CTRL-0358,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-19,Partially Compliant,True,Moderate,0.74
CMAP-001071,ORG-024,CTRL-0358,CIS Controls,CIS,CIS 11 Data Recovery,CIS -9,Non-Compliant,False,None,0.41
CMAP-001072,ORG-024,CTRL-0359,ISO/IEC 27001,A.8,A.8 Asset Mgmt,ISO/-13,Partially Compliant,True,Strong,0.39
CMAP-001073,ORG-024,CTRL-0359,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -3,Non-Compliant,False,None,0.56
CMAP-001074,ORG-024,CTRL-0359,CIS Controls,CIS,CIS 11 Data Recovery,CIS -48,Partially Compliant,True,Weak,0.66
CMAP-001075,ORG-024,CTRL-0360,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -8,Partially Compliant,True,Weak,0.39
CMAP-001076,ORG-024,CTRL-0360,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-39,Partially Compliant,True,Moderate,0.52
CMAP-001077,ORG-024,CTRL-0361,NIST Cybersecurity Framework,Identify,Identify,NIST-22,Compliant,True,Strong,0
CMAP-001078,ORG-024,CTRL-0361,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-17,Compliant,True,Weak,0
CMAP-001079,ORG-024,CTRL-0361,ISO/IEC 27001,A.18,A.18 Compliance,ISO/-27,Compliant,True,Strong,0
CMAP-001080,ORG-024,CTRL-0361,RBI Cyber Security Framework,Incident,Incident Response,RBI -44,Compliant,True,Strong,0
CMAP-001081,ORG-024,CTRL-0362,NIST Cybersecurity Framework,Identify,Identify,NIST-1,Compliant,True,Weak,0
CMAP-001082,ORG-024,CTRL-0362,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -11,Compliant,True,Moderate,0
CMAP-001083,ORG-024,CTRL-0362,ISO/IEC 27001,A.10,A.10 Cryptography,ISO/-12,Compliant,True,Moderate,0
CMAP-001084,ORG-024,CTRL-0362,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-12,Compliant,True,Moderate,0
CMAP-001085,ORG-024,CTRL-0363,RBI Cyber Security Framework,Governance,Governance,RBI -4,Non-Compliant,False,None,0.87
CMAP-001086,ORG-024,CTRL-0363,NIST Cybersecurity Framework,Protect,Protect,NIST-26,Partially Compliant,False,None,0.5
CMAP-001087,ORG-024,CTRL-0363,CIS Controls,CIS,CIS 4 Secure Config,CIS -36,Non-Compliant,False,None,0.42
CMAP-001088,ORG-024,CTRL-0364,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -17,Compliant,True,Weak,0
CMAP-001089,ORG-024,CTRL-0364,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-17,Compliant,True,Strong,0
CMAP-001090,ORG-024,CTRL-0364,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -21,Compliant,True,Strong,0
CMAP-001091,ORG-024,CTRL-0364,NIST Cybersecurity Framework,Protect,Protect,NIST-47,Compliant,True,Moderate,0
CMAP-001092,ORG-024,CTRL-0365,RBI Cyber Security Framework,Network,Network Security,RBI -21,Compliant,True,Moderate,0
CMAP-001093,ORG-024,CTRL-0365,ISO/IEC 27001,A.10,A.10 Cryptography,ISO/-15,Compliant,True,Strong,0
CMAP-001094,ORG-024,CTRL-0366,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-4,Compliant,True,Strong,0
CMAP-001095,ORG-024,CTRL-0366,CIS Controls,CIS,CIS 11 Data Recovery,CIS -19,Compliant,True,Moderate,0
CMAP-001096,ORG-024,CTRL-0367,RBI Cyber Security Framework,Access,Access Control,RBI -35,Non-Compliant,False,None,0.89
CMAP-001097,ORG-024,CTRL-0367,ISO/IEC 27001,A.18,A.18 Compliance,ISO/-8,Partially Compliant,True,Moderate,0.63
CMAP-001098,ORG-024,CTRL-0367,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-40,Non-Compliant,False,None,0.23
CMAP-001099,ORG-024,CTRL-0368,CIS Controls,CIS,CIS 11 Data Recovery,CIS -1,Compliant,True,Strong,0
CMAP-001100,ORG-024,CTRL-0368,RBI Cyber Security Framework,Incident,Incident Response,RBI -20,Compliant,True,Weak,0
CMAP-001101,ORG-024,CTRL-0368,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-27,Compliant,True,Strong,0
CMAP-001102,ORG-024,CTRL-0369,ISO/IEC 27001,A.9,A.9 Access Control,ISO/-29,Partially Compliant,False,None,0.43
CMAP-001103,ORG-024,CTRL-0369,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -2,Partially Compliant,True,Weak,0.9
CMAP-001104,ORG-024,CTRL-0369,SEBI Cybersecurity and Cyber Resilience Framework,Third-Party,Third-Party Risk,SEBI-40,Partially Compliant,True,Weak,0.31
CMAP-001105,ORG-024,CTRL-0370,ISO/IEC 27001,A.17,A.17 BCM,ISO/-29,Compliant,True,Strong,0
CMAP-001106,ORG-024,CTRL-0370,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -29,Compliant,True,Weak,0
CMAP-001107,ORG-024,CTRL-0370,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-38,Compliant,True,Strong,0
CMAP-001108,ORG-024,CTRL-0371,RBI Cyber Security Framework,Data,Data Leak Prevention,RBI -20,Compliant,True,Moderate,0
CMAP-001109,ORG-024,CTRL-0371,NIST Cybersecurity Framework,Protect,Protect,NIST-28,Compliant,True,Weak,0
CMAP-001110,ORG-024,CTRL-0371,ISO/IEC 27001,A.9,A.9 Access Control,ISO/-19,Compliant,True,Strong,0
CMAP-001111,ORG-024,CTRL-0372,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-47,Compliant,True,Strong,0
CMAP-001112,ORG-024,CTRL-0372,ISO/IEC 27001,A.6,A.6 Organization,ISO/-20,Compliant,True,Strong,0
CMAP-001113,ORG-024,CTRL-0372,NIST Cybersecurity Framework,Identify,Identify,NIST-26,Compliant,True,Moderate,0
CMAP-001114,ORG-024,CTRL-0373,CIS Controls,CIS,CIS 6 Access Control,CIS -49,Compliant,True,Strong,0
CMAP-001115,ORG-024,CTRL-0373,ISO/IEC 27001,A.17,A.17 BCM,ISO/-43,Compliant,True,Weak,0
CMAP-001116,ORG-024,CTRL-0373,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-47,Compliant,True,Moderate,0
CMAP-001117,ORG-024,CTRL-0373,RBI Cyber Security Framework,Access,Access Control,RBI -3,Compliant,True,Moderate,0
CMAP-001118,ORG-024,CTRL-0374,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-5,Compliant,True,Strong,0
CMAP-001119,ORG-024,CTRL-0374,RBI Cyber Security Framework,Access,Access Control,RBI -37,Compliant,True,Strong,0
CMAP-001120,ORG-024,CTRL-0374,CIS Controls,CIS,CIS 4 Secure Config,CIS -26,Compliant,True,Moderate,0
CMAP-001121,ORG-024,CTRL-0374,NIST Cybersecurity Framework,Identify,Identify,NIST-37,Compliant,True,Weak,0
CMAP-001122,ORG-024,CTRL-0375,ISO/IEC 27001,A.6,A.6 Organization,ISO/-13,Non-Compliant,False,None,0.28
CMAP-001123,ORG-024,CTRL-0375,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-10,Partially Compliant,False,None,0.42
CMAP-001124,ORG-024,CTRL-0375,CIS Controls,CIS,CIS 6 Access Control,CIS -41,Partially Compliant,True,Weak,0.3
CMAP-001125,ORG-024,CTRL-0375,RBI Cyber Security Framework,Governance,Governance,RBI -32,Partially Compliant,True,Weak,0.45
CMAP-001126,ORG-025,CTRL-0376,RBI Cyber Security Framework,Governance,Governance,RBI -47,Non-Compliant,False,None,0.41
CMAP-001127,ORG-025,CTRL-0376,ISO/IEC 27001,A.17,A.17 BCM,ISO/-23,Partially Compliant,False,None,0.71
CMAP-001128,ORG-025,CTRL-0377,ISO/IEC 27001,A.6,A.6 Organization,ISO/-3,Non-Compliant,False,None,0.39
CMAP-001129,ORG-025,CTRL-0377,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -7,Non-Compliant,False,None,0.56
CMAP-001130,ORG-025,CTRL-0377,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -41,Non-Compliant,False,None,0.81
CMAP-001131,ORG-025,CTRL-0377,NIST Cybersecurity Framework,Protect,Protect,NIST-44,Partially Compliant,False,None,0.62
CMAP-001132,ORG-025,CTRL-0378,RBI Cyber Security Framework,Governance,Governance,RBI -16,Non-Compliant,False,None,0.22
CMAP-001133,ORG-025,CTRL-0378,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-8,Partially Compliant,False,None,0.75
CMAP-001134,ORG-025,CTRL-0379,ISO/IEC 27001,A.10,A.10 Cryptography,ISO/-30,Compliant,True,Strong,0
CMAP-001135,ORG-025,CTRL-0379,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -19,Compliant,True,Moderate,0
CMAP-001136,ORG-025,CTRL-0379,NIST Cybersecurity Framework,Protect,Protect,NIST-38,Compliant,True,Weak,0
CMAP-001137,ORG-025,CTRL-0379,SEBI Cybersecurity and Cyber Resilience Framework,Governance,Governance,SEBI-44,Compliant,True,Strong,0
CMAP-001138,ORG-025,CTRL-0380,NIST Cybersecurity Framework,Respond,Respond,NIST-27,Non-Compliant,False,None,0.85
CMAP-001139,ORG-025,CTRL-0380,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -9,Non-Compliant,False,None,0.85
CMAP-001140,ORG-025,CTRL-0380,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-3,Partially Compliant,True,Moderate,0.81
CMAP-001141,ORG-025,CTRL-0380,RBI Cyber Security Framework,Incident,Incident Response,RBI -36,Non-Compliant,False,None,0.46
CMAP-001142,ORG-025,CTRL-0381,CIS Controls,CIS,CIS 6 Access Control,CIS -49,Partially Compliant,False,None,0.63
CMAP-001143,ORG-025,CTRL-0381,ISO/IEC 27001,A.13,A.13 Comms Security,ISO/-40,Non-Compliant,False,None,0.79
CMAP-001144,ORG-025,CTRL-0382,RBI Cyber Security Framework,Network,Network Security,RBI -33,Partially Compliant,False,None,0.23
CMAP-001145,ORG-025,CTRL-0382,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-5,Partially Compliant,True,Strong,0.41
CMAP-001146,ORG-025,CTRL-0382,NIST Cybersecurity Framework,Detect,Detect,NIST-16,Partially Compliant,True,Moderate,0.68
CMAP-001147,ORG-025,CTRL-0382,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-4,Partially Compliant,False,None,0.7
CMAP-001148,ORG-025,CTRL-0383,NIST Cybersecurity Framework,Identify,Identify,NIST-19,Compliant,True,Strong,0
CMAP-001149,ORG-025,CTRL-0383,ISO/IEC 27001,A.18,A.18 Compliance,ISO/-37,Compliant,True,Moderate,0
CMAP-001150,ORG-025,CTRL-0384,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -44,Compliant,True,Moderate,0
CMAP-001151,ORG-025,CTRL-0384,NIST Cybersecurity Framework,Recover,Recover,NIST-11,Compliant,True,Weak,0
CMAP-001152,ORG-025,CTRL-0385,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -43,Compliant,True,Weak,0
CMAP-001153,ORG-025,CTRL-0385,NIST Cybersecurity Framework,Recover,Recover,NIST-5,Compliant,True,Moderate,0
CMAP-001154,ORG-025,CTRL-0385,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-35,Compliant,True,Strong,0
CMAP-001155,ORG-025,CTRL-0385,CIS Controls,CIS,CIS 11 Data Recovery,CIS -29,Compliant,True,Strong,0
CMAP-001156,ORG-025,CTRL-0386,ISO/IEC 27001,A.5,A.5 Policies,ISO/-27,Compliant,True,Moderate,0
CMAP-001157,ORG-025,CTRL-0386,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-6,Compliant,True,Strong,0
CMAP-001158,ORG-025,CTRL-0387,RBI Cyber Security Framework,Access,Access Control,RBI -14,Compliant,True,Weak,0
CMAP-001159,ORG-025,CTRL-0387,CIS Controls,CIS,CIS 13 Network Monitoring,CIS -22,Compliant,True,Moderate,0
CMAP-001160,ORG-025,CTRL-0388,NIST Cybersecurity Framework,Detect,Detect,NIST-14,Compliant,True,Strong,0
CMAP-001161,ORG-025,CTRL-0388,ISO/IEC 27001,A.17,A.17 BCM,ISO/-48,Compliant,True,Moderate,0
CMAP-001162,ORG-025,CTRL-0388,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -43,Compliant,True,Weak,0
CMAP-001163,ORG-025,CTRL-0389,CIS Controls,CIS,CIS 5 Account Mgmt,CIS -49,Compliant,True,Strong,0
CMAP-001164,ORG-025,CTRL-0389,NIST Cybersecurity Framework,Govern,Govern,NIST-20,Compliant,True,Moderate,0
CMAP-001165,ORG-025,CTRL-0389,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-11,Compliant,True,Strong,0
CMAP-001166,ORG-025,CTRL-0390,SEBI Cybersecurity and Cyber Resilience Framework,Protect,Protect,SEBI-48,Partially Compliant,False,None,0.48
CMAP-001167,ORG-025,CTRL-0390,RBI Cyber Security Framework,Vendor,Vendor Risk Mgmt,RBI -47,Non-Compliant,False,None,0.45
CMAP-001168,ORG-025,CTRL-0390,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-39,Non-Compliant,False,None,0.61
CMAP-001169,ORG-025,CTRL-0390,NIST Cybersecurity Framework,Identify,Identify,NIST-25,Partially Compliant,False,None,0.4
CMAP-001170,ORG-025,CTRL-0391,SEBI Cybersecurity and Cyber Resilience Framework,Detect,Detect,SEBI-39,Compliant,True,Strong,0
CMAP-001171,ORG-025,CTRL-0391,ISO/IEC 27001,A.8,A.8 Asset Mgmt,ISO/-32,Compliant,True,Strong,0
CMAP-001172,ORG-025,CTRL-0391,CIS Controls,CIS,CIS 4 Secure Config,CIS -28,Compliant,True,Moderate,0
CMAP-001173,ORG-025,CTRL-0392,CIS Controls,CIS,CIS 1 Asset Inventory,CIS -4,Non-Compliant,False,None,0.33
CMAP-001174,ORG-025,CTRL-0392,SEBI Cybersecurity and Cyber Resilience Framework,Respond,Respond & Recover,SEBI-23,Non-Compliant,False,None,0.59
CMAP-001175,ORG-025,CTRL-0392,ISO/IEC 27001,A.16,A.16 Incident Mgmt,ISO/-31,Partially Compliant,True,Strong,0.38
CMAP-001176,ORG-025,CTRL-0392,NIST Cybersecurity Framework,Respond,Respond,NIST-15,Partially Compliant,False,None,0.21
